"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
0.00204341667,0.470209062,0.394639999,-0.227596149
0.0120014167,0.41754505,0.42240876,-0.210253373
0.0219594167,0.290603608,0.258890152,-0.170498773
0.0319174167,0.156206921,0.0696898624,-0.13300918
0.0418744167,0.0698698983,-0.0362879671,-0.0865988061
0.0518324167,0.0349569172,-0.0721908361,-0.0509523973
0.0617904167,0.0279181842,-0.0619515181,-0.0372070223
0.0717484167,0.0464138389,-0.0303853359,-0.0390438065
0.0817064167,0.0736651644,0.00780066522,-0.043815393
0.0916644167,0.0822458714,0.0585844852,-0.0603307188
0.101621417,0.0567458384,0.0951619372,-0.079005599
0.111579417,0.0125845009,0.123124331,-0.0926471129
0.121537417,-0.0284838397,0.148379356,-0.0982267037
0.131495417,-0.0767046288,0.147905037,-0.0976754278
0.141453417,-0.141494542,0.101531148,-0.0888457149
0.151411417,-0.190048501,0.0121767716,-0.0686317906
0.161369417,-0.176802203,-0.0721511617,-0.0335273333
0.171326417,-0.110235162,-0.110251144,0.00583045837
0.181284542,-0.0239753742,-0.101406515,0.0382816084
0.191242542,0.0490708724,-0.0539255477,0.0568054914
0.201200542,0.0699604452,-0.00361896958,0.0482522175
0.211158542,0.0321691222,0.0260411873,0.0144769438
0.221116542,-0.0360568054,0.00631888211,-0.039569512
0.231073542,-0.0903006047,-0.0390893444,-0.0914654657
0.241031542,-0.108103298,-0.0854206234,-0.111105479
0.250989542,-0.0833106041,-0.111137703,-0.100331932
0.260947542,-0.041689124,-0.118065119,-0.0617419258
0.270905542,-0.0167528819,-0.121356525,-0.0243234485
0.280863542,-0.0195507985,-0.121067569,-0.00743261632
0.290820542,-0.0470495336,-0.100758038,-0.010339723
0.300778542,-0.0864211768,-0.0656759515,-0.0215678755
0.310736542,-0.119512282,-0.0168460924,-0.0180016365
0.320694542,-0.135256097,0.0187481213,-0.00340964505
0.330652542,-0.11203146,0.0188836753,0.0123996781
0.340610542,-0.0303632319,0.0388699025,0.0299744103
0.350568542,0.0823518634,0.0531646833,0.0389617793
0.360525542,0.180784956,0.0491915159,0.035113778
0.370483542,0.229247034,0.0283155274,0.0292809233
0.380441542,0.195228085,0.00665790262,0.02312476
0.390399542,0.0882201418,-0.0234749652,0.00932266191
0.400357542,-0.0545468666,-0.081262365,-0.0133067509
0.410315542,-0.16815412,-0.131895185,-0.0350053869
0.420272542,-0.199381813,-0.138013527,-0.0572329275
0.430230542,-0.151040375,-0.0742111132,-0.0808338597
0.440188542,-0.079110533,0.0341292098,-0.102046207
0.450146542,-0.0212632101,0.142256215,-0.124037795
0.460104542,0.00428183051,0.23665382,-0.150440633
0.470062542,-0.00291083497,0.292808443,-0.166369274
0.480020542,-0.0158346239,0.26847887,-0.17683363
0.489977542,-0.00410339842,0.200193286,-0.175351575
0.499935542,0.0379609652,0.139600247,-0.160224825
0.509893542,0.082653597,0.0828168541,-0.137334421
0.519851542,0.106223911,0.0147049101,-0.101483218
0.529809542,0.0983518735,-0.0758385733,-0.0711314306
0.539767542,0.0679188594,-0.146415263,-0.0585352145
0.549725542,0.0262984484,-0.130796894,-0.0658413321
0.559682542,-0.0197907481,-0.0667193756,-0.0849748105
0.569640542,-0.0801286548,0.008559932,-0.119569011
0.579598542,-0.156044453,0.108495317,-0.150566339
0.589556542,-0.235492945,0.17017892,-0.153020173
0.599514542,-0.288220078,0.159061551,-0.124457769
0.609472542,-0.282791227,0.149318919,-0.0570358559
0.619429542,-0.219414905,0.139174938,0.0448050201
0.629387542,-0.13389948,0.101809189,0.154389843
0.639345542,-0.0490612872,0.0233170409,0.244758084
0.649303542,0.0317320973,-0.0242451522,0.276270479
0.659261542,0.0851953179,-0.00820413418,0.239461318
0.669219542,0.0927770734,0.0309251584,0.149388954
0.679177542,0.0774870664,0.0591227077,0.0612071641
0.689134542,0.063497752,0.0740864798,0.00625576545
0.699092542,0.0635297075,0.0333728716,-0.0191571824
0.709050542,0.0741346776,-0.0296297967,-0.0189510547
0.719008542,0.077720359,-0.0853487179,0.0138737373
0.728966542,0.0725562274,-0.117243804,0.0650003031
0.738924542,0.0652232096,-0.111730523,0.118467256
0.748882542,0.0640684664,-0.0879535601,0.158363014
0.758839542,0.083295159,-0.0753823742,0.187045246
0.768797542,0.119109079,-0.0715303794,0.187118754
0.778755542,0.147016883,-0.0401894972,0.144900203
0.788713542,0.145176366,0.0334325247,0.0725879148
0.798671542,0.0983686447,0.0821097866,0.00692475121
0.808629542,0.0402259827,0.0825571939,-0.0269866101
0.818587542,0.000331563555,0.0555394255,-0.0360301733
0.828544542,-0.0204520114,0.0363012813,-0.0357454792
0.838502542,-0.0335507691,0.0239940155,-0.015736619
0.848460542,-0.0314125158,0.0436196476,0.010951451
0.858418542,-0.0313999988,0.0534893237,0.0367652066
0.868376542,-0.0218246058,0.0298026372,0.0571916513
0.878334542,0.00937432703,0.00223572366,0.0706970692
0.888292542,0.0489009619,-0.0344399996,0.0606194064
0.898249542,0.0772724152,-0.0768851936,0.0517643951
0.908207542,0.0879122764,-0.11260777,0.0351095162
0.918165542,0.0572979115,-0.102429703,0.00909016747
0.928123542,-0.00224850699,-0.0729924515,-0.0259663537
0.938081542,-0.066307649,-0.0323432907,-0.0514069982
0.948039542,-0.101001978,-0.0153845493,-0.0514900871
0.957997542,-0.0962317288,-0.00921533629,-0.023432089
0.967954542,-0.0658501163,-0.0088555431,0.0188234895
0.977912542,-0.0319781713,-0.0339987129,0.0541029163
0.987870542,-0.0086507462,-0.0869330317,0.063947022
0.997828542,-0.00234198384,-0.135995388,0.0417860635
1.00778654,-0.0109887356,-0.18080467,0.0123336315
1.01774454,-0.032398954,-0.206656232,-0.00368288555
1.02770254,-0.0625171736,-0.20432891,-0.0107328054
1.03765954,-0.0940798968,-0.181777522,-0.000918524282
1.04761754,-0.118420117,-0.128824562,0.0172631424
1.05757554,-0.136477157,-0.0696797445,0.0302186217
1.06753354,-0.142539307,-0.0259029698,0.0383375362
1.07749154,-0.131046697,-0.00299419207,0.0426225625
1.08744954,-0.0923323259,0.0122055337,0.0431623831
1.09740754,-0.0396073312,0.0134383105,0.0414805971
1.10736554,-0.016169915,-0.0401554108,0.0297930483
1.11732254,-0.0140087595,-0.109035939,0.0102720782
1.12728054,-0.000359526748,-0.133983627,-0.00885927118
1.13723854,0.0215732027,-0.118530639,-0.0115764951
