Time (s),Quaternion X,Quaternion Y,Quaternion Z,Quaternion W,Roll (rad),Pitch (rad),Yaw (rad),Gravity X (m/s^2),Gravity Y (m/s^2),Gravity Z (m/s^2),User Acceleration X (m/s^2),User Acceleration Y (m/s^2),User Acceleration Z (m/s^2),Rotation Rate X (rad/s),Rotation Rate Y (rad/s),Rotation Rate Z (rad/s),Magnetic Field X (µT),Magnetic Field Y (µT),Magnetic Field Z (µT),Magnetic Accuracy
0.404090542,0.0429499746,0.0260031479,-0.007583887,0.998710022,0.0528080126,0.0854988591,-0.0174464873,0.51573824,-0.837436255,-9.75720763,-0.0903190438,-0.250428321,0.921556042,-0.0996143967,-0.105529696,-0.026948344,25.187851,2.83891296,-44.0727844,2
0.414048542,0.0421963872,0.025378277,-0.00777719899,0.998756666,0.0515542809,0.0839918226,-0.0177402678,0.503569371,-0.822710322,-9.75909564,-0.0347552697,-0.328600671,0.713203215,-0.188748553,-0.14690803,-0.0487249158,25.2898941,2.9681778,-44.1384277,2
0.424005542,0.0412277522,0.0247031939,-0.00807223334,0.998811722,0.0502031913,0.0820507387,-0.0182245146,0.49046271,-0.803740322,-9.76134371,-0.013867453,-0.404133612,0.0791921947,-0.18482013,-0.124240793,-0.0682099313,25.2435837,3.13839722,-44.0176697,2
0.433963542,0.0404425788,0.0243027148,-0.00847238299,0.998850326,0.0494147752,0.0804671711,-0.0189534735,0.482828854,-0.788262109,-9.76298621,-0.0494788281,-0.438166961,-0.608695377,-0.120904468,-0.0403634235,-0.091734767,25.1298904,3.29524994,-44.1455688,2
0.443921542,0.0400064591,0.0244102901,-0.00896923524,0.998860954,0.0496600872,0.0795678279,-0.0199355657,0.485258784,-0.779470754,-9.76357191,-0.221298563,-0.394136169,-0.910826558,-0.0502934195,0.0729966909,-0.113990001,25.0579453,3.40458679,-44.1500244,2
0.453879542,0.0398704252,0.0250601312,-0.00956439982,0.998844794,0.0510071845,0.0792523,-0.0211730535,0.49842335,-0.776386232,-9.76315456,-0.311676132,-0.321803266,-0.843158797,-0.00473317644,0.17754434,-0.138602003,25.2585068,3.38285065,-44.1065063,2
0.463837542,0.0398818443,0.0261920552,-0.0102716255,0.998808336,0.0533334299,0.079213382,-0.0226810055,0.521135094,-0.776005781,-9.76199837,-0.334537513,-0.277591783,-0.554167668,0.00918370485,0.262474686,-0.160760298,25.3553467,3.45218658,-43.8277588,2
0.473795542,0.0398827507,0.0276297368,-0.0110529714,0.998761154,0.0562784128,0.079138483,-0.0243611045,0.549884949,-0.775273594,-9.76047978,-0.285775126,-0.253932968,-0.141938281,-0.00656898506,0.291867644,-0.175538495,25.3592072,3.55885315,-43.7344666,2
0.483753542,0.0398166048,0.0290049831,-0.0118945222,0.998715208,0.0591008957,0.0789228037,-0.0261526198,0.577441393,-0.773165078,-9.75905531,-0.223399334,-0.189452824,0.146784552,-0.0137981353,0.241339758,-0.184174329,25.3592072,3.55885315,-43.7344666,2
0.493710542,0.0397883844,0.0300630397,-0.0127500472,0.99867446,0.0612893532,0.0787861586,-0.0279489381,0.598803732,-0.771829226,-9.7578734,-0.133730571,-0.199916569,0.142460844,0.0116490442,0.172176808,-0.174801156,25.3585968,3.45118713,-43.701355,2
0.503668542,0.0399464731,0.030809177,-0.0135512631,0.998634864,0.062854325,0.0790311196,-0.0296237482,0.614061872,-0.774224012,-9.75673534,-0.00518697418,-0.236427633,0.105858083,0.0578208007,0.116548426,-0.155859962,25.4687195,3.64594269,-43.7039185,2
0.513626542,0.0403217825,0.0312636421,-0.0142597908,0.998595759,0.0638354034,0.0797231195,-0.0311045385,0.62359937,-0.78098883,-9.75559143,0.0158015994,-0.175344292,0.147660166,0.0956101492,0.0562988333,-0.129386872,25.5504608,3.57907867,-43.809845,2
0.523584542,0.0408273087,0.0313750377,-0.0148220298,0.998563572,0.0641226758,0.0806947903,-0.0322740004,0.62635298,-0.790487018,-9.75464976,0.0363914561,-0.0145625592,0.283487271,0.108279333,-0.0200505331,-0.0931697488,25.7342453,3.5223465,-43.7139893,2
0.533542542,0.0413127855,0.0310531643,-0.0152467469,0.998547287,0.0635301091,0.0816493108,-0.0331313974,0.620524346,-0.799816865,-9.75426223,0.0977355671,0.108641577,0.430343135,0.0906206146,-0.110348321,-0.0695959702,25.559166,3.51068115,-43.5172424,2
0.543500542,0.0416616887,0.0303735884,-0.0156089443,0.998547979,0.062210351,0.0823472262,-0.0338244351,0.607615728,-0.806638089,-9.75451299,0.0385189696,0.091969624,0.428199694,0.0551454425,-0.155874521,-0.0627556369,25.5158539,3.51275635,-43.7127075,2
0.553458542,0.0418115798,0.0297016601,-0.0159775937,0.998556131,0.0608990233,0.0826473528,-0.0345174457,0.594809073,-0.809571293,-9.75505951,-0.118662766,-0.0111900871,0.279707168,0.0129263829,-0.113262571,-0.0732055753,25.6533661,3.46901703,-43.7265625,2
0.563415542,0.0417300393,0.0293326807,-0.0164136733,0.998563337,0.0601917604,0.082470715,-0.0353557998,0.587918145,-0.80784498,-9.75562007,-0.248390897,-0.056909928,0.170732999,-0.0397895575,-0.0436512679,-0.0983404964,25.3733292,3.49363708,-43.7635803,2
0.573373542,0.0413612487,0.0293461689,-0.0169917911,0.998568751,0.0602512255,0.0816976645,-0.0364923199,0.588535692,-0.800289451,-9.75620576,-0.321433117,-0.0349867769,0.0792915634,-0.103626095,0.0401128344,-0.136712238,25.4129562,3.60051727,-43.8156433,2
0.583331542,0.0406360802,0.0298415841,-0.0176959368,0.998571523,0.0612711799,0.0801858172,-0.0378974193,0.598559658,-0.78551186,-9.75679671,-0.305869016,-0.0065192457,0.0683604195,-0.183423713,0.141960636,-0.159228995,25.459671,3.69113922,-43.8970642,2
0.593289542,0.039522486,0.0306877754,-0.0184095643,0.998577725,0.0629758271,0.0778813589,-0.0393217707,0.615302959,-0.762983364,-9.75754315,-0.0836410638,0.072855539,0.1496113,-0.258053601,0.166584373,-0.151138306,25.4548035,3.82949066,-43.7632446,2
0.603247542,0.0381392832,0.0315286957,-0.0189912768,0.998594473,0.064644218,0.0750442316,-0.0404590097,0.631718817,-0.735241955,-9.75862334,0.199816762,0.156294943,0.00389817648,-0.291926861,0.151566282,-0.107859269,25.5075912,3.77063751,-43.6071777,2
0.613205542,0.0367522143,0.0323000953,-0.0192601407,0.99861657,0.0661470609,0.0722212986,-0.0409593873,0.6465184,-0.707633452,-9.75969536,0.439999729,0.304211276,-0.279641117,-0.260855764,0.142972514,-0.0255488679,25.4996796,4.00862122,-43.4054871,2
0.623162542,0.0356513695,0.0330005239,-0.0190629467,0.998637449,0.0674867455,0.0700045748,-0.0405373357,0.659696885,-0.685949808,-9.76036171,0.679110245,0.49561158,-0.585282937,-0.185750619,0.131953686,0.0815754533,25.6553726,4.15756989,-43.4990234,2
0.633120542,0.0349737352,0.0335109181,-0.0183429734,0.998657866,0.0684295118,0.068678188,-0.0390827732,0.668959949,-0.672973642,-9.7606341,0.814995583,0.577356017,-0.727165689,-0.100631863,0.0713504106,0.188826635,25.7666321,4.2576828,-43.6150818,2
0.643078542,0.0347326176,0.0336361684,-0.0171945953,0.998682498,0.0685915625,0.0682700137,-0.0367743615,0.670560443,-0.668980188,-9.76079893,0.785113655,0.516200998,-0.752439831,-0.0152767543,-0.00286097615,0.259917855,25.7708054,4.2734375,-43.8067932,2
0.653036542,0.034892916,0.033487962,-0.0158683984,0.998703871,0.0682100987,0.068686576,-0.0341197054,0.666817896,-0.673055694,-9.76077555,0.491825486,0.272476706,-0.789124425,0.0592700355,-0.0288756583,0.265879899,25.8485413,4.20843506,-43.740387,2
0.662994542,0.0353372398,0.0333686523,-0.0146900841,0.998710245,0.0679061818,0.0696592725,-0.0317830057,0.663806658,-0.682571783,-9.76031963,0.0167446524,-0.0216219762,-0.751722038,0.0962365791,0.00398002751,0.206956118,25.9456177,4.12807465,-43.5542297,2
0.672952542,0.0358420307,0.0334448444,-0.0139145507,0.998700765,0.0680225753,0.0707191189,-0.0302706814,0.664893138,-0.69293974,-9.75951532,-0.410808998,-0.216107972,-0.522234068,0.0917240083,0.0392119475,0.109354936,25.9204483,4.09577179,-43.5762634,2
0.682910542,0.03626859,0.0336905338,-0.0135753347,0.998681793,0.0685058615,0.0715879709,-0.0296389386,0.66956829,-0.701438689,-9.75858827,-0.543424229,-0.38059002,-0.336114115,0.0743056014,0.0665841848,0.0337832049,25.9449463,4.1645813,-43.6557007,2
0.692867542,0.036619821,0.0340224278,-0.0135263289,0.998658408,0.0691799068,0.0722839176,-0.02958973,0.67611194,-0.708245958,-9.75764544,-0.362771309,-0.455784158,-0.157342187,0.0653486624,0.0623170733,-0.00857308228,26.2502365,3.92311859,-43.8779297,2
0.702825542,0.0369478594,0.0341985447,-0.0136228953,0.998638958,0.0695514565,0.0729280046,-0.0298195036,0.679705507,-0.714545642,-9.75693641,-0.116769353,-0.357158072,0.0153787709,0.0711916387,0.00523860333,-0.0259179845,26.2580719,3.84791565,-44.0748901,2
0.712783542,0.0373200243,0.0340747928,-0.0137503255,0.998627666,0.0693257785,0.0736671505,-0.0300924008,0.677466788,-0.721774717,-9.75655998,0.118155839,-0.126520055,0.129475106,0.0808729008,-0.0533468463,-0.014449372,26.3759842,3.7375412,-44.0125427,2
0.722741542,0.0377166815,0.0336704522,-0.0137541293,0.998626391,0.0685293507,0.0744723514,-0.0300983059,0.669656188,-0.729649396,-9.7565138,0.26542876,0.0869566912,0.232379015,0.0782909617,-0.104189247,0.0271063261,26.3733673,3.76992035,-43.9008179,2
0.732699542,0.0380927702,0.0330803315,-0.013519481,0.998635125,0.0673417078,0.0752581196,-0.0296104286,0.658029682,-0.737333593,-9.75672715,0.353519935,0.190259391,0.193537536,0.0705378279,-0.120931618,0.0819494203,26.1535187,3.85975647,-43.7795715,2
0.742657542,0.0384442136,0.0324837715,-0.0130183036,0.998647846,0.0661196022,0.0760118708,-0.0285854502,0.646068538,-0.744704195,-9.75696622,0.363984776,0.202268685,0.0611976883,0.0649675578,-0.103393637,0.131048784,25.8691101,3.73795319,-43.7797546,2
0.752615542,0.0387999713,0.0319897875,-0.0122984603,0.998659133,0.0650857275,0.0767844706,-0.0271295999,0.635943084,-0.752258702,-9.75705215,0.273254485,0.152811265,-0.0118891752,0.0712613761,-0.0843289047,0.168670431,25.9213867,3.68016052,-43.8269043,2
0.762572542,0.0392475443,0.0315529119,-0.0114335569,0.998665833,0.0641567827,0.0777471407,-0.0253927805,0.626832287,-0.761671112,-9.75691128,0.203506264,0.0921932767,-0.123958973,0.100197151,-0.0763271749,0.189505145,25.6982498,3.62983704,-43.8486023,2
0.772530542,0.0398533369,0.0311469793,-0.0105531182,0.998664288,0.0632915449,0.0790250388,-0.0236366271,0.618328005,-0.774164537,-9.75647113,0.0501026591,-0.0201109871,-0.237375508,0.134442955,-0.0671124235,0.172790408,25.707489,3.61138916,-43.9017639,2
0.782488542,0.0405965578,0.0308845049,-0.00985740059,0.998649632,0.0627304081,0.0805617083,-0.0222698515,0.61277786,-0.789186165,-9.75561773,-0.212198543,-0.187198323,-0.289853884,0.152160436,-0.0154284555,0.115822457,25.7558823,3.45911407,-43.9647522,2
0.792446542,0.0413380493,0.0309625964,-0.00948725474,0.998620388,0.0628770299,0.0820666254,-0.0215825061,0.614132892,-0.803895585,-9.7543312,-0.443396897,-0.287261018,-0.208690097,0.133963749,0.0537750237,0.0408308916,25.8609543,3.26752472,-43.7717285,2
0.802404542,0.0418787729,0.0313159612,-0.00943303477,0.998587248,0.0635959297,0.0831441702,-0.0215384282,0.621089725,-0.814426697,-9.75301719,-0.504522543,-0.282565773,0.0367483067,0.0786879659,0.0850940645,-0.0129380636,25.8003845,3.25907898,-43.5491638,2
0.812362542,0.0421283065,0.0317119095,-0.00955961326,0.998563078,0.0644075939,0.0836266743,-0.0218417521,0.628980332,-0.819141962,-9.75211645,-0.339432081,-0.207820109,0.255665198,0.0246634725,0.0685551465,-0.0364602692,25.9362335,3.30958557,-43.5821228,2
0.822320542,0.04216829,0.0319991955,-0.00974222669,0.998550516,0.0650003448,0.0836885035,-0.0222345566,0.634757528,-0.819746211,-9.7516915,-0.119855044,-0.100374683,0.313598916,-0.00445712917,0.0444460846,-0.0407024175,25.9734802,3.23927307,-43.8385925,2
0.832277542,0.042089585,0.0321838979,-0.00992455494,0.998546038,0.0653839487,0.0835150038,-0.022610188,0.638507528,-0.81805066,-9.75158862,0.000893441708,0.0237750625,0.277583016,-0.0244516749,0.0258885678,-0.0339879356,25.9734802,3.23927307,-43.8385925,2
0.842235542,0.041945677,0.0323016705,-0.0100277542,0.998547313,0.0656247654,0.0832176762,-0.0228171386,0.640871773,-0.815145001,-9.75167689,0.0956439286,0.0285009951,0.226795078,-0.0292288531,0.022767609,-0.0103710238,25.9236603,3.19446564,-43.7843933,2
0.852193542,0.0418079793,0.03248672,-0.0100004179,0.998547412,0.0659898158,0.0829397955,-0.0227684187,0.644446489,-0.812429313,-9.75166812,0.144442446,0.0346138519,0.139397365,-0.0279766712,0.0511211827,0.017814165,25.89711,3.31235504,-43.8239136,2
0.862151542,0.0416775356,0.0327316447,-0.00983659965,0.998546468,0.0664638887,0.0826841576,-0.0224515351,0.649083209,-0.809930993,-9.75156816,0.0714212684,0.0936166605,0.168327691,-0.0257790294,0.0441295877,0.0410872623,25.8714676,3.13639832,-43.6640015,2
0.872109542,0.041589391,0.0328721942,-0.0095713986,0.998548051,0.0667214489,0.0825223752,-0.0219256364,0.651603521,-0.808349861,-9.75153134,0.0554336449,0.0743782185,0.175772162,-0.00960760284,0.016389478,0.0611419566,25.8152084,3.18360901,-43.7526245,2
0.882067542,0.0416386389,0.0328703844,-0.00925300628,0.998549137,0.0666928316,0.0826421927,-0.0212907858,0.651317983,-0.809520878,-9.7514536,-0.041395621,0.0637277913,0.107908586,0.0264718384,-0.0138182249,0.0627920479,25.9034805,3.25065613,-43.635437,2
0.892025542,0.0418769912,0.032694175,-0.0089765686,0.998547468,0.0663227326,0.0831411156,-0.0207384438,0.64768211,-0.814396813,-9.75128993,-0.157320194,0.0693519878,0.0471411059,0.063482672,-0.0521679223,0.0532810763,26.181694,3.25106049,-43.6995239,2
0.901982542,0.0422629327,0.0323112953,-0.00876350664,0.998545552,0.0655468607,0.0839351271,-0.0203055371,0.640073608,-0.822156268,-9.75114088,-0.169613493,0.0121686498,0.0526788663,0.0874194279,-0.0940538496,0.0422113836,25.9526138,3.12772369,-43.6545105,2
0.911940542,0.0427039855,0.0317599116,-0.00863127466,0.998545643,0.064440815,0.0848372309,-0.0200233405,0.629240006,-0.83097137,-9.75109879,-0.153093662,-0.0695469259,0.0658048898,0.0844565406,-0.114215702,0.023707388,25.9477844,3.15345764,-43.6077576,2
0.921898542,0.0430277572,0.0312290617,-0.00862248609,0.99854857,0.0633832705,0.0854961856,-0.0199816846,0.618892581,-0.837410098,-9.75121044,-0.210232869,-0.140770041,0.103176297,0.0424132198,-0.0948846117,-0.00952726509,25.843132,3.1647644,-43.694397,2
0.931856542,0.0430678134,0.0308426386,-0.00877112198,0.998557507,0.0626217238,0.0855747339,-0.0202490651,0.611462321,-0.838177575,-9.75161317,-0.316976028,-0.148232705,0.168222477,-0.0230587926,-0.0596822053,-0.0438042171,25.7489471,3.08161926,-43.7202454,2
0.941814542,0.0427901509,0.0306533086,-0.00902993522,0.998573027,0.0622567866,0.0850069285,-0.0207337669,0.607933051,-0.832629585,-9.75230875,-0.312249621,-0.166350327,0.154103936,-0.0810792148,-0.0242991783,-0.0584332272,25.8013,3.12722778,-43.6905212,2
0.951772542,0.0423142446,0.0305708526,-0.00929612539,0.998593367,0.0621013592,0.0840399571,-0.0212297782,0.60646696,-0.823180643,-9.75320249,-0.151120244,-0.110108288,0.049802434,-0.100640669,-0.0152537767,-0.0490212888,25.6402588,3.14889526,-43.9554443,2
0.961730542,0.0418394463,0.0305167219,-0.00944492519,0.998613641,0.0619925652,0.0830819748,-0.0214930533,0.605454422,-0.813818867,-9.75405063,0.053997986,-0.000807443925,-0.0991366661,-0.0836702064,-0.0110779405,-0.0138212228,25.6949005,3.12985992,-43.8855286,2
0.971687542,0.0415051359,0.030454034,-0.00939484489,0.998629885,0.0618537418,0.0824175905,-0.0213660887,0.604133622,-0.807325779,-9.75467256,0.127593712,0.108967886,-0.157920863,-0.0513147637,-0.0174978431,0.0294409767,25.6610641,3.16388702,-43.801178,2
