$GNTXT,01,01,02,u-blox AG - www.u-blox.com*4E
$GNTXT,01,01,02,HW UBX 9 00190000*12
$GNTXT,01,01,02,EXT CORE 1.00 (f10c36)*3E
$GNTXT,01,01,02,ROM BASE 0x118B2060*20
$GNTXT,01,01,02,FWVER=HPG 1.13*5C
$GNTXT,01,01,02,PROTVER=27.12*1E
$GNTXT,01,01,02,MOD=ZED-F9P*71
$GNTXT,01,01,02,GPS;GLO;GAL;BDS*77
$GNTXT,01,01,02,SBAS;QZSS*60
$GNTXT,01,01,02,ANTSUPERV=*22
$GNTXT,01,01,02,ANTSTATUS=DONTKNOW*2D
$GNTXT,01,01,02,PF=FDB79*36
$GNTXT,01,01,02,Starting GNSS*5A
$GPGGA,122738.00,,,,,0,00,99.99,,,,,,*6B
$GPGGA,122738.05,,,,,0,00,99.99,,,,,,*6E
$GPGGA,122738.15,,,,,0,00,99.99,,,,,,*6F
$GPGGA,122738.30,,,,,0,00,99.99,,,,,,*68
$GPGGA,122738.41,,,,,0,00,99.99,,,,,,*6E
$GPGGA,122738.51,,,,,0,03,3.36,,,,,,*5A
$GPGGA,122738.61,,,,,0,04,2.94,,,,,,*57
$GPGGA,122738.71,,,,,0,05,2.37,,,,,,*5E
$GPGGA,122738.80,,,,,0,05,2.37,,,,,,*50
$GPGGA,122738.90,4352.7734216,N,12517.9918373,E,1,05,2.38,216.553,M,10.496,M,,*54
$GPGGA,122739.00,4352.7730789,N,12517.9910826,E,1,05,2.38,215.675,M,10.496,M,,*5C
$GPGGA,122739.10,4352.7729597,N,12517.9907704,E,1,05,2.38,214.995,M,10.496,M,,*51
$GPGGA,122739.20,4352.7727842,N,12517.9907670,E,1,05,2.38,214.758,M,10.496,M,,*54
$GPGGA,122739.30,4352.7728280,N,12517.9906888,E,1,05,2.38,214.052,M,10.496,M,,*5B
$GPGGA,122739.40,4352.7728739,N,12517.9905467,E,1,05,2.38,213.366,M,10.496,M,,*56
$GPGGA,122739.50,4352.7729037,N,12517.9903205,E,1,05,2.38,212.379,M,10.496,M,,*54
$GPGGA,122739.60,4352.7728874,N,12517.9900357,E,1,05,2.38,211.599,M,10.496,M,,*57
$GPGGA,122739.70,4352.7730893,N,12517.9897987,E,1,05,2.38,210.478,M,10.496,M,,*51
$GPGGA,122739.80,4352.7732630,N,12517.9896886,E,1,05,2.38,209.593,M,10.496,M,,*56
$GPGGA,122739.90,4352.7731247,N,12517.9895768,E,1,05,2.38,209.298,M,10.496,M,,*50
$GPGGA,122740.00,4352.7730665,N,12517.9893846,E,1,05,2.38,209.022,M,10.496,M,,*54
$GPGGA,122740.10,4352.7730562,N,12517.9894306,E,1,05,2.38,208.891,M,10.496,M,,*58
$GPGGA,122740.20,4352.7729949,N,12517.9893597,E,1,05,2.38,208.641,M,10.496,M,,*5C
$GPGGA,122740.40,4352.7729342,N,12517.9893372,E,1,05,2.38,208.525,M,10.496,M,,*57
$GPGGA,122740.50,4352.7728229,N,12517.9892465,E,1,05,2.38,207.917,M,10.496,M,,*59
$GPGGA,122740.60,4352.7727704,N,12517.9891630,E,1,05,2.38,207.415,M,10.496,M,,*51
$GPGGA,122740.70,4352.7726907,N,12517.9891229,E,1,06,1.34,207.596,M,10.496,M,,*56
$GPGGA,122740.80,4352.7726077,N,12517.9891337,E,1,06,1.34,208.001,M,10.496,M,,*5D
$GPGGA,122740.90,4352.7725493,N,12517.9891684,E,1,06,1.34,208.421,M,10.496,M,,*5A
$GPGGA,122741.00,4352.7725120,N,12517.9891210,E,1,06,1.34,208.991,M,10.496,M,,*50
