"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.86703225,0.0011978898,0.0483715273,-0.00268766214
2.87699025,0.00787203759,0.0342226848,-0.00654498488
2.88694725,0.0109029813,0.0165949557,-0.00399660598
2.89690525,0.00569410482,0.00722302543,0.00690744072
2.90686325,-0.00595882302,0.00765179424,0.0156732351
2.91682025,-0.018548118,0.0228970591,0.0233117137
2.92677825,-0.0253045578,0.0435895547,0.0280324332
2.93673525,-0.0245660637,0.0653124303,0.0377551019
2.94669325,-0.0157912131,0.0901490673,0.0488769934
2.95665025,0.00401365012,0.117656857,0.0563279875
2.96660825,0.028839903,0.140774161,0.0638972223
2.97656625,0.0501419976,0.15655686,0.0694025084
2.98652325,0.0710882917,0.14510259,0.0595272407
2.99648125,0.0878672674,0.11178752,0.0453424491
3.00643825,0.0897408053,0.0625259653,0.0284580067
3.01639625,0.0711229146,0.0216176771,0.0214879811
3.02635325,0.0334114879,0.00114276237,0.0122912871
3.03631125,-0.00237420807,-0.0170817822,0.0092331795
3.04626925,-0.0160247721,-0.0299989115,0.00414201431
3.05622625,-0.0227103718,-0.0463232882,0.00147352705
3.06618425,-0.036209669,-0.0568688735,-0.00132252579
3.07614125,-0.051454667,-0.0535593666,-0.00350791565
3.08609925,-0.0680871755,-0.0452846587,0.00464854762
3.09605725,-0.0736241564,-0.019224029,0.0161150545
3.10601425,-0.0555085316,0.00635217177,0.0235133152
3.11597225,-0.0156988017,0.0347225592,0.02949371
3.12592925,0.0166048091,0.0583181679,0.040657416
3.13588725,0.0321920253,0.0826264396,0.0466457978
3.14584425,0.0258600935,0.0779629722,0.0485363752
3.15580225,-0.00823156442,0.04192641,0.0395151861
3.16576025,-0.0585365482,0.00416571647,0.0296279341
3.17571725,-0.0987342969,-0.0374949127,0.0190120414
3.18567525,-0.121622838,-0.077084668,0.0146609684
3.19563225,-0.126392558,-0.102092013,0.00880787242
3.20559025,-0.109305449,-0.0944913551,0.00555109279
3.21554825,-0.0836900994,-0.0716728568,0.00851865299
3.22550525,-0.0412640832,-0.0281091332,0.0107889986
3.23546325,0.0129802469,-0.00257927156,0.00778441969
3.24542025,0.0563250594,0.0102134887,0.00480567431
3.25537825,0.0739314854,0.0238579288,0.010032394
3.26533525,0.0646429062,0.027555462,0.0194043238
3.27529325,0.0313768312,0.0218874551,0.0238997396
3.28525088,-0.00373215391,0.0164018758,0.0229628403
3.29520788,-0.026855316,-0.00500541134,0.0188594423
3.30516588,-0.0428334847,-0.0259833969,0.0236936118
3.31512288,-0.0556161255,-0.0433855578,0.0227812119
3.32508088,-0.0607573576,-0.0607379153,0.0182474479
3.33503888,-0.0533780046,-0.0671452135,0.0181987118
3.34499588,-0.0456015728,-0.0608047619,0.0211473629
3.35495388,-0.0292327199,-0.0467001274,0.0246076081
3.36491088,-0.0196871515,-0.03556199,0.0238033328
3.37486888,-0.0181800686,-0.019831229,0.0238195788
3.38482588,-0.0255282633,-0.0111706294,0.0290066171
3.39478388,-0.0392139815,0.0102739427,0.0328002907
3.40474188,-0.0480748527,0.0432753004,0.0430340208
3.41469888,-0.0465517901,0.0673406944,0.0568992347
3.42465688,-0.037369743,0.0711333007,0.0716451555
3.43461388,-0.0309706982,0.0688459128,0.078116104
3.44457188,-0.0365423001,0.0428739637,0.0802061558
