"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.00522691667,-82.8648071,112.257599,-307.049469
0.0154749167,-82.8992004,112.147156,-307.081116
0.0257209167,-82.4425964,112.323792,-307.049377
0.0359679167,-82.5431671,112.683563,-307.158508
0.0462139167,-82.6343231,112.8638,-307.003021
0.0564609167,-82.9055328,112.696075,-306.939423
0.0667069167,-82.7539062,112.84317,-307.294067
0.0769519167,-82.8513031,112.811523,-306.931824
0.0871979167,-82.9406586,112.857941,-307.029968
0.0974439167,-82.6758881,112.879608,-306.789764
0.107689917,-82.424057,112.821396,-306.866577
0.117936417,-82.4223938,112.826553,-306.913208
0.128182417,-82.6813965,112.774872,-307.027039
0.138429417,-82.7197266,112.792206,-307.175842
0.148676417,-82.817337,112.934753,-307.214996
0.158923417,-82.7873535,112.975403,-307.08844
0.169169417,-82.9112854,112.787415,-307.093018
0.179416417,-82.8258209,113.14122,-306.937256
0.189663417,-83.2071075,113.018448,-307.317596
0.199910417,-82.9273834,113.262436,-306.882812
0.210156417,-83.141571,113.216156,-307.04303
0.220402417,-83.2340088,113.109604,-307.042053
0.230649417,-83.3351746,112.803101,-307.069336
0.240896417,-83.2550201,112.831375,-307.453064
0.251142417,-83.5418701,112.757553,-307.428925
0.261388417,-83.5631561,112.699631,-307.171509
0.271635417,-83.5987701,112.785385,-307.226471
0.281881417,-83.7422791,113.068893,-307.04248
0.292127417,-83.5305939,113.138931,-307.242615
0.302373417,-83.7653809,113.115601,-307.072937
0.312618417,-83.6658936,113.167114,-307.281128
0.322863417,-83.8695984,113.159927,-307.165649
0.333109417,-83.4919891,113.200806,-307.277405
0.343355417,-83.7431183,113.174911,-307.214905
0.353601417,-83.5911102,113.136856,-307.283417
0.363848417,-83.7725525,113.039062,-307.232483
0.374093417,-83.633728,113.091156,-307.194031
0.384339417,-83.6413269,113.02713,-307.404175
0.394585417,-83.6456451,113.220551,-307.107361
0.404831417,-83.7550659,112.911957,-307.152771
0.415077417,-83.6468506,113.056458,-307.211121
0.425324417,-83.491333,113.282104,-307.035431
0.435570417,-83.5843201,113.159668,-307.361938
0.445817417,-83.6643066,113.262497,-307.243103
0.456064417,-83.7489166,113.232529,-307.367615
0.466310417,-83.6446686,113.332596,-307.396729
0.476557417,-83.7401123,113.260513,-307.360413
0.486803417,-83.6166687,113.419022,-307.312561
0.497049417,-83.5500641,113.397858,-307.035034
0.507294417,-83.5787506,113.463531,-307.621643
0.517540417,-83.5432129,113.46669,-307.268951
0.527786417,-83.5908508,113.415573,-307.382172
0.538032417,-83.4169159,113.655731,-307.118164
0.548278417,-83.3544159,113.542328,-307.165894
0.558524417,-83.2207031,113.591568,-307.158081
0.568770417,-83.6062012,113.532028,-307.37561
0.579016417,-83.3529358,113.572464,-307.14624
0.589262417,-83.6074219,113.527618,-307.249878
0.599509417,-83.3848267,113.668442,-307.370758
0.609756417,-83.4252472,113.570755,-307.385315
0.620003417,-83.4472961,113.529999,-307.381195
0.630250417,-83.4476318,113.550781,-307.609924
0.640496417,-83.1851959,113.770874,-307.277649
0.650742417,-83.3184204,113.680542,-307.372742
0.660988417,-83.4781342,113.655029,-307.271912
0.671234417,-83.4986267,113.772598,-307.16095
0.681480417,-83.3394623,113.735809,-307.109436
0.691725417,-83.3327332,113.542435,-307.00238
0.701972417,-83.2940979,113.621109,-307.274536
0.712218417,-83.1366425,113.763763,-307.148682
0.722464417,-83.1097412,113.801514,-307.118805
0.732710417,-83.0784607,113.847,-307.298218
0.742957417,-83.3652039,113.934906,-307.368408
0.753204417,-83.5801849,113.988007,-306.919983
0.763451417,-83.5069733,114.018951,-306.991577
0.773697417,-83.4900513,114.228378,-307.420746
0.783943417,-83.6459198,114.255127,-307.546631
0.794190417,-83.2624054,114.249023,-307.458618
0.804436417,-83.6616058,114.094269,-307.383179
0.814682417,-83.3238525,114.120361,-307.43335
0.824928417,-83.4749298,114.1008,-307.311005
0.835175417,-83.5603027,114.13623,-307.390198
0.845421417,-83.6695709,114.082443,-307.468201
0.855667417,-83.3374634,114.153885,-307.358643
0.865912417,-83.4652863,114.031128,-307.09082
0.876158417,-83.3161011,114.282333,-307.364807
0.886405417,-83.4843597,114.01326,-307.304626
0.896651417,-83.7279663,114.176453,-307.337158
0.906896417,-83.6129761,113.966919,-307.352905
0.917142417,-83.4812622,114.053253,-307.271057
0.927388417,-83.4841919,113.921738,-307.197815
0.937633417,-83.9907684,113.803986,-307.141632
0.947880417,-83.9355774,113.838837,-307.689209
0.958125417,-84.0170135,113.834488,-307.711914
0.968370417,-84.0319061,113.74556,-307.455078
0.978616417,-83.8090973,113.849762,-307.474243
0.988861417,-83.7586823,113.71759,-307.349762
0.999107417,-83.8938599,113.946411,-307.505341
1.00935242,-83.7621613,113.959427,-307.479248
1.01959842,-83.7040558,114.059891,-307.08429
1.02984442,-83.8583069,113.996902,-307.375427
1.04008942,-83.9571381,114.016174,-307.180786
1.05033542,-83.9385986,113.928665,-307.036346
1.06058142,-83.9611969,113.774597,-307.348022
1.07082742,-84.009964,113.5625,-307.452576
1.08107242,-83.8856812,113.78743,-307.624756
1.09131842,-83.9845734,113.868393,-307.551025
1.10156442,-83.762085,113.661301,-307.375305
1.11181137,-83.9867706,113.700912,-307.665466
1.12205838,-84.0252228,113.840683,-307.554382
1.13230437,-83.8349915,113.823135,-307.238434
1.14255038,-83.9594421,113.775696,-307.408691
1.15279638,-83.9037476,113.767242,-307.379181
1.16304338,-83.8548889,113.81723,-307.209259
1.17328938,-83.9012451,114.082748,-307.548798
1.18353538,-83.9832306,113.912079,-307.527802
1.19378138,-83.8777313,113.990128,-307.647675
1.20402838,-84.1644592,113.841263,-307.581055
1.21427438,-84.0050049,113.744171,-307.606628
1.22451938,-84.2419128,113.738266,-307.667328
1.23476538,-84.1231537,113.835709,-307.41333
1.24501138,-84.0035095,114.058228,-307.24353
1.25525638,-83.9340668,114.169601,-307.217285
1.26550238,-84.2260284,114.027344,-307.250732
1.27574838,-84.0113831,114.151993,-307.470459
1.28599437,-84.0154724,114.115128,-307.448547
1.29623938,-83.782608,113.972076,-307.383667
1.30648538,-83.9801025,114.107971,-307.462036
1.31673038,-84.1134796,114.110413,-307.438232
1.32697538,-84.0014496,114.163315,-307.743958
1.33722038,-84.0735779,114.028091,-307.719299
1.34746638,-84.0223236,114.110474,-307.795441
1.35771137,-83.9634399,114.154419,-307.792511
1.36795738,-83.7980347,114.171906,-307.761353
1.37820238,-83.9307404,114.110977,-307.515442
1.38844738,-83.8582916,114.287384,-307.430359
1.39869338,-83.9896698,114.410599,-307.214996
1.40893838,-83.8862457,114.28154,-307.776306
1.41918438,-83.8002625,114.331161,-307.591797
1.42942937,-83.994873,114.470291,-307.748291
1.43967537,-83.7817841,114.186844,-307.580444
1.44992138,-83.8482971,114.456696,-307.482117
1.46016738,-83.6053314,114.315292,-307.664124
1.47041338,-83.9178772,114.260376,-307.543091
1.48065838,-83.9759216,114.397278,-307.692963
1.49090338,-83.9635468,114.124329,-307.398682
1.50114838,-84.0630035,114.306992,-307.606262
1.51139337,-83.9499359,114.349106,-307.457214
1.52163838,-83.8816681,114.323303,-307.261719
1.53188337,-83.5985107,114.454056,-307.469177
1.54212938,-83.9178314,114.375381,-307.474548
1.55237437,-83.5943604,114.26886,-307.599548
1.56261938,-83.8321533,114.265594,-307.305237
1.57286538,-83.6987,114.312851,-307.270386
1.58311038,-83.6763,114.37178,-307.432922
1.59335638,-83.5874481,114.104721,-307.149384
1.60360238,-83.7736816,114.210236,-307.042084
1.61384737,-83.7912598,114.200943,-307.533997
1.62409338,-83.8871155,114.181625,-307.010254
1.63433837,-83.3056793,114.363068,-306.940857
1.64458338,-83.5986023,114.451843,-307.357117
1.65482938,-83.5511322,114.422653,-307.307373
1.66507438,-83.6036835,114.484833,-307.171661
1.67532038,-83.5608215,114.438934,-307.027771
1.68556638,-83.5218658,114.628769,-307.359131
1.69581137,-83.3535919,114.57663,-306.985504
1.70605638,-83.3170471,114.57579,-307.193909
1.71630138,-83.4100342,114.738312,-307.367065
1.72654738,-83.4486084,114.827286,-307.261505
1.73679338,-83.7246552,114.806503,-307.179443
1.74703838,-83.5641632,114.539688,-307.320251
1.75728537,-83.5511475,114.538742,-307.21106
1.76753038,-83.4661255,114.464462,-307.29129
1.77777538,-83.4846344,114.470856,-307.015747
1.78802138,-83.4458618,114.502274,-307.243896
1.79826637,-83.3251953,114.430267,-307.303253
1.80851237,-83.4650726,114.343399,-307.177826
1.81875738,-83.4384308,114.472961,-307.163879
1.82900337,-83.587616,114.535904,-307.342224
1.83924937,-83.3367767,114.470383,-307.104279
1.84949538,-83.3897552,114.651627,-307.423279
1.85974138,-83.563858,114.609222,-307.461731
1.86998738,-83.4511108,114.552612,-307.115662
1.88023337,-83.5302734,114.556427,-307.179749
1.89047937,-83.6143799,114.526245,-307.444244
1.90072538,-83.6103668,114.322891,-307.032898
1.91097038,-83.6858368,114.387436,-307.339478
1.92121637,-83.6242523,114.434174,-307.180786
1.93146238,-83.7357178,114.381317,-307.279602
1.94170738,-83.6360779,114.309738,-307.439545
1.95195238,-83.6656036,114.254089,-307.111938
1.96219838,-83.5005798,114.412903,-307.203247
1.97244337,-83.3378906,114.606644,-307.069641
1.98268838,-83.53862,114.661362,-307.05246
1.99293438,-83.4787903,114.582047,-306.571716
2.00317938,-83.5591583,114.624512,-307.019348
2.01342538,-83.4709625,114.573578,-307.092712
2.02367138,-83.5811005,114.626678,-307.245239
2.03391737,-83.2516479,114.821762,-306.975159
2.04416338,-83.800766,114.663971,-307.198639
2.05440938,-83.404953,114.593353,-307.296143
2.06465538,-83.3818359,114.751862,-307.3815
2.07490138,-83.2374725,114.681244,-307.519043
2.08514838,-83.5066223,114.834702,-307.404724
2.09539438,-83.3543396,114.647278,-307.51416
2.10564138,-83.4916229,114.499985,-307.416077
2.115888,-83.4402924,114.477463,-307.226013
2.126133,-83.5396423,114.689651,-307.43042
2.136379,-83.5336761,114.654022,-307.229095
2.146625,-83.6002808,114.584579,-307.251465
2.156869,-83.5749207,114.608276,-306.975708
2.167115,-83.4846954,114.54805,-307.15918
2.177361,-83.5573425,114.455521,-307.406616
2.187606,-83.5841827,114.422928,-307.362823
2.197852,-83.3844757,114.490234,-306.938843
2.208099,-83.3534546,114.419846,-307.090118
2.218345,-83.4477692,114.414185,-307.064667
2.228591,-83.5193481,114.409592,-307.178711
2.238838,-83.5147247,114.636444,-307.064697
2.249084,-83.7277069,114.701431,-307.163086
2.259331,-83.5049744,114.613098,-307.724304
2.269577,-83.6441498,114.614212,-307.14212
2.279823,-83.3641968,114.618866,-307.159607
2.290068,-83.6456451,114.530701,-307.33136
2.300314,-83.3535614,114.874039,-307.574402
2.31056,-83.5956573,114.612869,-307.462341
2.320806,-83.6806335,114.40535,-307.502716
2.331052,-83.5713348,114.439545,-307.166962
2.341299,-83.5194702,114.302582,-307.595703
2.351545,-83.5983734,114.337967,-307.264709
2.361792,-83.5489044,114.491653,-307.523865
2.372039,-83.3463287,114.596893,-307.301727
2.382285,-83.4267731,114.704376,-307.379822
2.392531,-83.2890625,114.8069,-307.129822
2.402777,-83.5486755,114.667236,-307.128845
2.413023,-83.3517456,114.786896,-307.526306
2.423269,-83.7090912,114.633514,-307.247955
2.433514,-83.3105927,114.840744,-307.215088
2.44376,-83.4730377,114.747604,-307.148743
2.454006,-83.381958,114.744781,-307.432556
2.464252,-83.5865021,114.711609,-307.25061
2.474498,-83.2976379,114.734055,-307.41272
2.484743,-83.3052826,114.894653,-307.645966
2.494989,-83.3223114,114.881027,-307.598999
2.505234,-83.3808441,115.033234,-307.404572
2.51548,-83.5127563,114.83905,-307.580933
2.525726,-83.2200928,114.699997,-307.294312
2.535973,-83.1240082,114.936401,-307.532288
2.546219,-83.1724854,114.838577,-307.360901
2.556466,-83.3339081,114.917511,-307.346069
2.566712,-83.3214111,115.025833,-307.374512
2.576958,-83.582016,114.616577,-307.17038
2.587204,-83.4059143,114.835876,-307.405151
2.59745,-83.3356171,114.76236,-307.175354
2.607696,-83.3674164,114.552673,-307.527466
2.617942,-83.501236,114.780731,-307.532349
2.628189,-83.3363647,114.741013,-307.410034
2.638434,-83.4687653,114.779144,-307.495636
2.64868,-83.4402771,114.79007,-307.532196
2.658926,-83.5096283,114.609894,-307.729919
2.669172,-83.6374664,114.447937,-307.668488
2.679417,-83.5948181,114.435806,-307.811523
2.689664,-83.6649628,114.459305,-307.559448
2.69991,-83.627121,114.322632,-307.751831
2.710155,-83.6340027,114.176376,-307.563232
2.720402,-83.5616913,114.227798,-307.846619
2.730648,-83.5691376,114.161865,-307.841278
2.740893,-83.5927887,114.334305,-307.756378
2.751138,-83.622406,114.404297,-307.381836
2.761384,-83.7010345,114.703064,-307.805176
2.77163,-83.6901245,114.635437,-307.715271
2.781876,-83.6403198,114.870773,-307.69342
2.792123,-83.7412567,114.624374,-307.480957
2.802369,-83.7257538,114.807632,-307.580444
2.812615,-83.5155487,114.668732,-307.50882
2.822861,-83.8443298,114.975952,-307.725586
2.833108,-83.5397644,114.811066,-307.838135
2.843355,-83.7535706,114.770004,-307.696167
2.853601,-83.732254,114.766586,-307.790955
2.863847,-83.7543182,114.863464,-307.719604
2.874093,-83.7160797,114.840576,-307.930573
2.88434,-83.843689,114.911179,-307.519836
2.894586,-83.6038971,114.781921,-307.620178
2.904833,-83.6035767,114.881165,-307.530792
2.915079,-83.5380249,114.848663,-307.551514
2.925325,-83.702774,115.010117,-307.392822
2.935571,-83.5796967,114.972733,-307.372803
2.945816,-83.7451172,114.861069,-307.545898
2.956062,-83.7702484,114.750977,-307.515289
2.966308,-83.8530884,114.753357,-307.510193
2.976554,-83.9445953,114.532944,-307.573578
2.9868,-83.8851471,114.605225,-307.932281
2.997046,-84.0217896,114.500275,-307.577026
3.007292,-83.9071045,114.624237,-307.88501
3.017537,-83.8455048,114.400818,-307.61264
3.027782,-83.9776154,114.51384,-307.829651
3.038027,-84.0720215,114.538055,-307.780548
3.048273,-83.9465942,114.540146,-307.668274
3.058519,-84.0624084,114.475525,-307.694061
3.068765,-83.7629242,114.559036,-307.852448
3.079011,-83.9417572,114.616745,-307.401428
3.089257,-83.8529968,114.512085,-307.842682
3.099503,-83.6458435,114.602524,-307.92865
3.109749,-83.7546234,114.502014,-307.702209
3.11999363,-83.8456573,114.370789,-307.605347
3.13023963,-83.984436,114.583725,-307.784332
3.14048462,-83.7335815,114.523911,-307.527771
3.15072963,-83.8998108,114.483383,-307.707764
3.16097463,-83.9552155,114.333588,-307.83429
3.17121963,-83.9434662,114.432251,-307.746643
3.18146562,-83.9771576,114.394501,-307.436035
3.19171163,-84.0685425,114.42691,-307.63147
3.20195763,-83.87677,114.461807,-307.570648
3.21220463,-83.8586426,114.689865,-307.53183
3.22245063,-83.8858795,114.504089,-307.534271
3.23269663,-83.8593597,114.255264,-307.489105
3.24294263,-84.1522675,114.379623,-307.46936
3.25318862,-84.148056,114.384598,-307.477539
3.26343462,-84.0355225,114.409882,-307.601624
3.27367963,-84.0178528,114.448898,-307.942444
3.28392463,-84.1488953,114.486282,-307.707642
3.29417063,-83.758255,114.356094,-307.764343
3.30441562,-83.9195862,114.455063,-307.471741
3.31466163,-84.051651,114.06041,-307.359985
3.32490663,-84.0242004,114.253754,-307.864777
3.33515163,-83.9333801,114.168488,-307.68277
3.34539763,-84.0935364,114.095093,-307.435791
3.35564262,-84.144577,113.947632,-307.572876
3.36588863,-84.1627197,114.241531,-307.441772
3.37613463,-83.935379,114.139694,-307.610046
3.38638063,-84.1646881,113.941864,-307.627441
3.39662563,-84.1856232,114.014832,-307.579956
3.40687063,-84.1742706,113.923035,-307.443939
3.41711662,-84.0496368,113.963806,-307.437561
3.42736163,-84.3067017,113.8013,-307.760468
3.43760763,-84.2289734,113.809677,-307.471252
3.44785362,-83.9703522,114.073837,-307.71344
3.45809963,-83.9761353,114.015915,-307.691406
3.46834463,-84.1629181,114.095947,-307.743835
3.47859062,-83.9787445,114.137695,-307.838776
3.48883662,-83.9109039,114.260742,-307.566986
3.49908362,-83.9613342,114.297211,-307.694275
3.50933063,-83.8993225,114.166382,-307.879181
3.51957763,-83.9140472,114.128204,-307.698792
3.52982262,-83.9661713,113.969482,-307.849487
3.54006962,-83.8587799,113.924561,-307.725586
3.55031562,-83.9754791,113.863953,-307.706787
3.56056163,-83.8283691,114.00441,-307.693726
3.57080863,-84.0147858,114.030258,-307.558838
3.58105463,-83.8766479,114.003998,-307.77301
3.59130063,-83.9137268,113.944946,-307.606201
3.60154763,-84.1304169,113.676376,-307.62854
3.61179463,-84.0407867,113.682022,-307.450012
3.62204063,-84.0374756,113.463943,-307.555115
3.63228663,-84.0615387,113.357971,-307.517426
3.64253363,-84.1424103,113.510635,-307.561371
3.65278063,-83.8252563,113.496109,-307.549744
3.66302663,-83.9581909,113.655014,-307.399841
3.67327263,-83.7741241,113.659958,-307.387939
3.68351863,-84.2174683,113.760635,-307.478241
3.69376563,-83.8923035,113.742401,-307.641937
3.70401362,-84.1114807,113.699249,-307.530579
3.71425963,-84.0583038,113.5755,-307.458557
3.72450763,-84.0818634,113.645813,-307.592896
3.73475362,-83.997757,113.591354,-307.358093
3.74500063,-84.1371155,113.59053,-307.42157
3.75524662,-84.0363922,113.257584,-307.302246
3.76549363,-84.2351227,113.448593,-307.547852
3.77573962,-84.231308,113.40712,-307.826416
3.78598663,-84.4619446,113.308807,-307.627197
3.79623363,-84.2538605,113.338699,-307.743286
3.80648063,-84.1621552,113.572952,-307.439575
3.81672763,-84.1874695,113.409927,-307.729706
3.82697363,-83.9784546,113.46376,-308.096313
3.83722063,-84.2165833,113.542343,-307.778992
3.84746663,-83.9710388,113.476303,-307.800232
3.85771363,-84.1538239,113.53653,-307.749084
3.86795963,-84.0961304,113.527481,-308.106201
3.87820663,-84.1233063,113.427689,-307.286804
3.88845362,-84.1180878,113.470856,-307.68689
3.89870062,-84.169342,113.557541,-307.795593
3.90894763,-84.0450287,113.716202,-307.888916
3.91919463,-84.1939697,113.483368,-308.057739
3.92944163,-84.0842285,113.585739,-307.990479
3.93968863,-84.3683167,113.259995,-307.878387
3.94993562,-84.1382599,113.412918,-307.839081
3.96018363,-84.1971283,113.249268,-307.97049
3.97042963,-84.3452911,113.238678,-307.84375
3.98067563,-84.2663422,113.563858,-307.623535
3.99092162,-84.1445007,113.623581,-307.714081
4.00116663,-84.1814575,113.452133,-307.660187
4.01141263,-84.4263153,113.745071,-307.731812
4.02165862,-84.362381,113.661362,-307.639038
4.03190563,-84.5020905,113.575226,-307.653015
4.04215162,-84.4669037,113.678894,-307.743164
4.05239763,-84.2035065,113.652786,-307.395142
4.06264363,-84.3843536,113.635529,-307.56958
4.07289063,-83.9233398,113.54039,-307.282928
4.08313563,-84.2818604,113.375992,-307.249512
4.09338162,-83.9297028,113.467087,-307.116333
4.10362762,-83.893219,113.576157,-306.949249
4.11387375,-83.6091766,113.455032,-307.252441
4.12411975,-83.9079437,113.536789,-306.968323
4.13436575,-83.7785492,113.603912,-307.391296
4.14461175,-83.8958435,113.699234,-307.186523
4.15485775,-83.7612,113.450653,-307.168488
4.16510475,-83.7474976,113.670822,-307.048187
4.17535075,-83.898941,113.687729,-306.807831
4.18559775,-84.1097412,113.757812,-307.26358
4.19584475,-83.8345184,113.477859,-307.19104
4.20609175,-83.9561768,113.622482,-307.121063
4.21633775,-83.9733582,113.761917,-307.154602
4.22658375,-84.0622864,113.797394,-307.309998
4.23683075,-84.1678619,113.693634,-307.223022
4.24707775,-84.1809845,113.605072,-307.165833
4.25732375,-84.323761,113.536743,-307.295532
4.26756975,-84.2184601,113.481995,-307.304535
4.27781575,-84.3116455,113.744141,-307.471436
4.28806175,-84.2038727,113.603897,-307.382751
4.29830875,-84.3799438,113.62915,-307.411072
4.30855475,-84.2786865,113.677383,-307.33313
4.31880075,-84.1419525,113.607376,-307.101379
4.32904675,-83.964859,113.631912,-307.191711
4.33929375,-84.1809082,113.574921,-307.191559
4.34953975,-83.9377136,113.647659,-307.295166
4.35978675,-83.9531708,113.530563,-307.175323
4.37003275,-83.7561951,113.653976,-307.20874
4.38027975,-83.9921265,113.601807,-307.349701
4.39052575,-84.081604,113.635757,-307.517273
4.40077275,-84.1555328,113.71254,-307.627014
4.41101875,-84.2166138,113.710922,-307.458069
4.42126575,-84.0484161,113.595337,-307.456573
4.43151275,-84.0363312,113.794342,-307.272034
4.44175975,-84.2365112,113.627289,-307.193787
4.45200775,-84.0632629,113.806549,-307.667358
4.46225375,-84.1231842,113.631912,-307.356232
4.47250075,-83.9691162,113.514572,-307.231415
4.48274675,-84.0752563,113.788544,-307.581726
4.49299275,-84.0100098,113.708389,-307.644897
4.50323875,-84.0386353,113.805328,-307.487915
4.51348575,-83.967041,113.728363,-307.644348
4.52373175,-84.2564545,113.777649,-307.586823
4.53397775,-84.2414856,113.528885,-307.770081
4.54422375,-84.1445465,114.032745,-307.776123
4.55446975,-84.2143555,113.787155,-307.601929
4.56471675,-84.2280273,113.885025,-307.300476
4.57496275,-84.0360107,113.834137,-307.613098
4.58520975,-83.9201508,114.069595,-307.494324
4.59545575,-83.905014,113.906601,-307.514313
4.60570275,-83.9002686,113.937149,-307.442261
4.61594975,-83.8688049,113.903458,-307.590118
4.62619575,-84.1325378,113.893066,-307.264862
4.63644275,-84.0716705,113.851166,-307.540161
4.64668875,-84.0305328,113.70076,-307.346375
4.65693475,-83.9910889,113.763412,-306.975403
4.66718075,-83.6321869,113.761414,-307.529175
4.67742675,-83.687851,113.825851,-307.3974
4.68767375,-83.5955048,113.72316,-307.405029
4.69791975,-83.5413361,113.665466,-307.091217
4.70816575,-83.6358643,113.758499,-307.579193
4.71841175,-83.6092377,114.151428,-307.471802
4.72865875,-83.8070984,113.733185,-307.476898
4.73890475,-83.7872467,113.851654,-307.149353
4.74915175,-83.74823,113.759918,-307.581635
4.75939875,-83.7212219,113.878357,-307.654053
4.76964575,-83.8821259,113.774368,-307.679504
4.77989275,-83.7649689,113.818298,-307.34436
4.79013975,-83.7298889,113.899002,-307.38562
4.80038675,-83.6044464,113.76178,-307.317474
4.81063375,-83.6709137,113.962753,-307.622803
4.82088075,-83.7445068,113.994461,-307.403595
4.83112675,-83.598938,114.086197,-307.424377
4.84137275,-83.8622437,113.918518,-307.482483
4.85161875,-83.7210999,114.082153,-307.407745
4.86186575,-83.7588196,114.100037,-307.506592
4.87211175,-83.6995697,114.300583,-307.518494
4.88235775,-83.7419434,114.0457,-307.861694
4.89260375,-83.9531555,114.157196,-307.319794
4.90284975,-83.814743,114.004517,-307.396332
4.91309675,-83.8534851,113.916718,-307.475342
4.92334275,-83.9181519,113.961014,-307.639038
4.93358875,-83.9522552,113.924026,-307.476288
4.94383575,-84.1063538,113.711182,-307.726624
4.95408175,-83.7679901,113.825851,-307.683472
4.96432875,-84.0304565,113.804245,-307.61145
4.97457475,-83.8912506,113.798157,-307.676819
4.98481975,-84.1757202,113.851135,-307.56134
4.99506675,-83.9881744,113.837906,-307.546021
5.00531275,-84.1174011,113.921951,-307.67865
5.01555975,-83.8716125,113.96286,-307.744873
5.02580575,-83.8537292,113.759125,-307.609863
5.03605275,-83.7402496,113.891388,-307.582275
5.04629875,-83.7963257,113.672531,-307.70105
5.05654475,-83.8105469,113.87825,-307.739319
5.06679075,-83.8122406,113.904068,-307.389709
5.07703775,-83.7285309,114.110367,-307.828247
