"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
41.0038324,1.09280342,1.5185224,-10.8349596
41.0137904,1.31666128,1.4636054,-10.371532
41.0237484,1.4389152,1.39267718,-9.84660324
41.0337064,1.34688807,1.2729671,-9.25897637
41.0436644,1.0942998,1.0278607,-8.72252556
41.0536224,0.757166275,0.629226124,-8.39392138
41.0635804,0.437241078,0.227149883,-8.29905114
41.0735384,0.127042326,-0.164302089,-8.43462281
41.0834954,-0.188393743,-0.48647185,-8.67404298
41.0934534,-0.449212086,-0.676212331,-8.9610479
41.1034114,-0.609025047,-0.798166978,-9.25837782
41.1133694,-0.635959816,-0.876427445,-9.51665232
41.1233274,-0.622492432,-0.858919846,-9.73916344
41.1332854,-0.620846418,-0.769137283,-9.87697967
41.1432434,-0.623390257,-0.673069942,-9.86680432
41.1532014,-0.499789597,-0.618003304,-9.82041666
41.1631584,-0.335487508,-0.635810178,-9.78614965
41.1731164,-0.161010062,-0.67067574,-9.74155764
41.1830744,-0.0906803879,-0.734570997,-9.68619173
41.1930324,-0.107888712,-0.78245503,-9.68304934
41.2029904,-0.192583596,-0.842310072,-9.65117653
41.2129484,-0.312144041,-0.851587603,-9.55376245
41.2229064,-0.419434203,-0.843207897,-9.43809258
41.2328644,-0.462380196,-0.816123491,-9.35115313
41.2428214,-0.42152913,-0.813280376,-9.26660789
41.2527794,-0.280869782,-0.807893423,-9.15093802
41.2627374,-0.170437231,-0.830937614,-8.97870514
41.2726954,-0.0987608185,-0.848594851,-8.82547623
41.2826534,-0.000897825623,-0.827795224,-8.81245776
41.2926114,0.0631470688,-0.808342336,-8.86108998
41.3025694,0.00598550415,-0.861463685,-9.01940657
41.3125274,-0.0821510445,-1.00481651,-9.23518399
41.3224854,-0.149338329,-1.14368021,-9.44123497
41.3324424,-0.223857855,-1.32055185,-9.63336965
41.3424004,-0.323067587,-1.43637136,-9.76280618
41.3523584,-0.392499435,-1.47198511,-9.8313402
41.3623164,-0.422726231,-1.42200615,-9.92321769
41.3722744,-0.349254167,-1.29271926,-10.1428857
41.3822324,-0.209642283,-1.13694651,-10.434679
41.3921904,-0.0908300255,-1.00990419,-10.6838256
41.4021484,-0.0152630356,-0.912190833,-10.8606973
41.4121054,0.0692822105,-0.875230344,-10.9518266
41.4220634,0.210390471,-0.889146642,-11.0049479
41.4320214,0.37903205,-1.04626613,-10.944644
41.4419794,0.4333505,-1.23346277,-10.6266641
41.4519374,0.226102419,-1.17929396,-10.2881838
41.4618954,-0.055515551,-0.949749871,-10.1078705
41.4718534,-0.171634332,-0.801309368,-10.0305079
41.4818114,-0.169988318,-0.714818833,-10.0164419
41.4917684,-0.138863696,-0.529717117,-10.2542161
41.5017264,-0.0830488701,-0.17238252,-10.7962035
41.5116844,0.0616506927,0.198269825,-11.4632879
41.5216424,0.296881006,0.421978043,-11.8318453
41.5316004,0.482581272,0.489464602,-11.6581161
41.5415584,0.281468333,0.603488456,-10.9796592
41.5515164,-0.242861831,1.08457335,-10.057293
41.5614744,-0.555305148,1.61369192,-9.42477484
41.5714314,-0.421678767,1.80612588,-9.477148
41.5813894,0.0146644852,1.5813702,-10.1565027
41.5913474,0.436193615,1.18093997,-10.8295727
41.6013054,0.650325026,0.921767639,-11.0502881
41.6112634,0.611718524,0.83677348,-10.812514
41.6212214,0.42527007,0.867748464,-10.1814922
41.6311794,0.154725282,0.863408974,-9.35504371
41.6411374,-0.153378544,0.725443103,-8.73015708
41.6510944,-0.584933393,0.431704487,-8.46080939
41.6610524,-1.22074357,0.124498486,-8.33631091
41.6710104,-1.83126499,-0.124947399,-8.37042828
41.6809684,-2.1993735,-0.3422212,-8.65653538
41.6909264,-2.2952912,-0.464475122,-9.23623145
41.7008844,-2.23468797,-0.409707759,-9.92636008
41.7108424,-1.94304428,-0.262314719,-10.5163812
41.7208004,-1.48141228,-0.0465372948,-10.9614034
41.7307574,-0.979228479,0.192284321,-11.0281418
41.7407154,-0.509216766,0.434547601,-10.6402811
41.7506734,-0.124797762,0.556951161,-9.92621045
41.7606314,0.157867672,0.49081134,-9.05023191
41.7705894,0.360028075,0.228047708,-8.30533592
