"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.274662083E-1,5.904337764E-1,5.590865016E-1,-4.005415142E-1
5.374142083E-1,5.235317349E-1,7.924826741E-1,-4.989599288E-1
5.473632083E-1,4.770260155E-1,9.836339951E-1,-4.634599984E-1
5.573122083E-1,4.830485284E-1,1.107529044E0,-3.032239377E-1
5.672602083E-1,5.485058427E-1,1.115760088E0,-1.081449836E-1
5.772092083E-1,6.301499605E-1,1.011688471E0,4.536781460E-2
5.871582083E-1,7.134453654E-1,8.321439624E-1,1.427942365E-1
5.971062083E-1,7.734993100E-1,5.955362916E-1,1.894722432E-1
6.070552083E-1,7.976307273E-1,3.565835953E-1,2.149717510E-1
6.170042083E-1,8.098683953E-1,1.685172319E-1,2.615543008E-1
6.269522083E-1,8.259764910E-1,1.872161776E-2,3.458769023E-1
6.369012083E-1,8.377087712E-1,-1.742904335E-1,4.763085544E-1
6.468502083E-1,8.514142036E-1,-5.131231248E-2,6.157652736E-1
6.567982083E-1,8.382409215E-1,-7.177237421E-4,6.861518025E-1
6.667472083E-1,7.775248289E-1,8.932221681E-4,6.875816584E-1
6.766962083E-1,6.573905349E-1,2.985487226E-3,6.263450980E-1
6.866442083E-1,5.043525100E-1,2.752598375E-2,5.256389976E-1
6.965932083E-1,3.317994773E-1,1.594987810E-1,4.153694808E-1
7.065422083E-1,1.592601836E-1,4.263406098E-1,3.172429204E-1
7.164902083E-1,-6.479253992E-3,7.420980334E-1,2.516689599E-1
7.264392083E-1,-1.615958661E-1,1.044105291E0,2.154787481E-1
7.363882083E-1,-3.060350120E-1,1.230765462E0,1.783805788E-1
7.463362083E-1,-4.142347276E-1,1.243695140E0,1.528858691E-1
7.562852083E-1,-4.786777496E-1,1.121562243E0,1.467183977E-1
7.662350833E-1,-5.022137165E-1,9.000477195E-1,1.667245924E-1
7.761830833E-1,-5.123041272E-1,6.550447345E-1,1.871385872E-1
7.861320833E-1,-5.449052453E-1,4.045765102E-1,1.855537295E-1
7.960810833E-1,-5.991497040E-1,1.354397088E-1,1.348975599E-1
8.060290833E-1,-6.856794953E-1,-1.537478864E-1,3.726314381E-2
8.159780833E-1,-8.060302138E-1,-3.977246583E-1,-6.305887550E-2
8.259270833E-1,-9.384747744E-1,-6.190735698E-1,-1.583121568E-1
8.358750833E-1,-1.095778942E0,-7.805590034E-1,-2.433996201E-1
8.458240833E-1,-1.249260187E0,-8.303046823E-1,-2.660399675E-1
8.557730833E-1,-1.402588844E0,-8.042542934E-1,-2.014333159E-1
8.657210833E-1,-1.510330558E0,-6.919445395E-1,-1.349365711E-1
8.756700833E-1,-1.528854370E0,-4.938808978E-1,-4.055808857E-2
8.856180833E-1,-1.504986644E0,-3.139409423E-1,8.195585012E-2
8.955670833E-1,-1.421578526E0,-1.340657473E-1,2.174841762E-1
9.055160833E-1,-1.289984465E0,4.403075576E-2,3.543075323E-1
9.154640833E-1,-1.098685861E0,2.744144797E-1,4.614778161E-1
9.254130833E-1,-8.759081364E-1,4.502776265E-1,5.157277584E-1
9.353620833E-1,-6.387752891E-1,5.364702940E-1,5.336847305E-1
9.453100833E-1,-4.003698826E-1,5.501466990E-1,5.299155712E-1
9.552590833E-1,-1.970558614E-1,4.634818435E-1,5.101916194E-1
9.652080833E-1,-3.333883360E-2,3.115200102E-1,4.700186253E-1
9.751560833E-1,9.217268974E-2,1.619403511E-1,3.999882042E-1
9.851050833E-1,1.809547544E-1,5.670074373E-2,3.049889803E-1
9.950540833E-1,2.261259258E-1,2.636415139E-2,1.951905340E-1
1.005002083E0,2.119959891E-1,4.978026450E-2,9.179542959E-2
1.014951083E0,1.190744266E-1,8.436126262E-2,2.332428657E-2
1.024900083E0,-3.070361167E-2,8.027090877E-2,-2.413883805E-2
1.034848083E0,-2.076160759E-1,-4.697243217E-3,-4.871528968E-2
1.044797083E0,-3.647779822E-1,-6.041590124E-2,-6.496403366E-2
1.054746083E0,-4.919328988E-1,-3.123473004E-2,-9.044481814E-2
1.064694083E0,-5.786757469E-1,1.953177899E-2,-1.186879054E-1
1.074643083E0,-6.330325603E-1,4.041102901E-2,-1.400287598E-1
1.084592083E0,-6.433808208E-1,6.356215477E-2,-1.503711343E-1
1.094540083E0,-6.039417982E-1,7.971087098E-2,-1.366084516E-1
1.104489083E0,-5.494338274E-1,3.988756239E-2,-1.033306643E-1
1.114438083E0,-4.831999838E-1,-4.606795311E-2,-7.043715566E-2
1.124386083E0,-4.198540449E-1,-1.269771904E-1,-4.069098458E-2
1.134335083E0,-3.695144951E-1,-2.102247030E-1,-7.629102096E-3
1.144284083E0,-3.326829970E-1,-2.952303886E-1,3.256012872E-2
1.154232083E0,-3.015120924E-1,-3.605546653E-1,6.221043691E-2
1.164181083E0,-2.874503434E-1,-4.012618661E-1,8.087226748E-2
1.174130083E0,-2.833909392E-1,-4.213722944E-1,9.444680065E-2
1.184078083E0,-2.957767844E-1,-4.409454763E-1,1.027737036E-1
1.194027083E0,-3.284988403E-1,-4.274620116E-1,1.181966811E-1
1.203976083E0,-3.709365726E-1,-4.153901637E-1,1.389291137E-1
1.213924083E0,-4.204879403E-1,-4.165706635E-1,1.482379884E-1
1.223873083E0,-4.590678215E-1,-4.211667478E-1,1.423795670E-1
1.233822083E0,-4.863567650E-1,-4.325003922E-1,1.526826173E-1
1.243770083E0,-4.882409573E-1,-4.195760787E-1,1.651379466E-1
1.253719083E0,-4.939340949E-1,-2.697454095E-1,1.601071656E-1
1.263668083E0,-3.334552050E-1,-1.373013556E-1,1.049187481E-1
1.273616083E0,-5.173099786E-2,-1.786236838E-2,4.328774288E-2
1.283565083E0,2.899405658E-1,1.328778714E-1,-5.713606626E-2
1.293514083E0,6.619113684E-1,2.393537611E-1,-1.665007025E-1
1.303462083E0,1.013230562E0,2.848735750E-1,-2.470013946E-1
1.313411083E0,1.284306288E0,2.726401389E-1,-3.012325466E-1
1.323360083E0,1.462171674E0,1.804750562E-1,-3.221314251E-1
1.333308083E0,1.550045013E0,6.315016747E-2,-3.284636438E-1
1.343257083E0,1.538052797E0,-3.886009008E-2,-3.312224150E-1
1.353205083E0,1.402807236E0,-1.611642689E-1,-3.266578317E-1
1.363154083E0,1.152554870E0,-2.801489830E-1,-3.138850331E-1
1.373103083E0,8.334987760E-1,-3.671417832E-1,-2.739247978E-1
1.383052083E0,4.836717844E-1,-3.548526168E-1,-2.083538026E-1
1.393000083E0,1.515743583E-1,-3.395922184E-1,-1.124499217E-1
1.402949083E0,-1.243818626E-1,-3.102862537E-1,3.024624102E-2
1.412897083E0,-3.293191195E-1,-2.533829808E-1,1.409783512E-1
1.422846083E0,-4.595953524E-1,-2.276507318E-1,1.687130481E-1
1.432795083E0,-5.284086466E-1,-2.823281586E-1,1.187913567E-1
1.442743083E0,-5.388455987E-1,-3.838172257E-1,2.238625847E-2
1.452692083E0,-4.767829776E-1,-4.625624418E-1,-7.429594547E-2
1.462641083E0,-3.440438211E-1,-4.605482817E-1,-1.505449116E-1
1.472589083E0,-1.917887032E-1,-4.113316238E-1,-2.127742022E-1
1.482538083E0,-4.755536094E-2,-3.440191448E-1,-2.768559754E-1
1.492487083E0,6.372926384E-2,-2.655188739E-1,-3.372578025E-1
1.502435083E0,1.484417468E-1,-2.004400045E-1,-3.750107884E-1
1.512384083E0,2.310474813E-1,-1.647365689E-1,-3.819297254E-1
1.522333083E0,3.281138539E-1,-1.029392481E-1,-3.597589135E-1
1.532281083E0,4.336077571E-1,-2.278096974E-3,-3.253658414E-1
1.542230083E0,5.242316723E-1,9.708976746E-2,-2.923186719E-1
1.552179083E0,5.854187608E-1,2.089271843E-1,-2.663211823E-1
1.562127083E0,5.948889256E-1,3.048111200E-1,-2.546163201E-1
1.572076083E0,5.534328222E-1,3.446263075E-1,-2.701647282E-1
1.582025083E0,4.742698371E-1,3.081114590E-1,-3.105068207E-1
1.591973083E0,3.895004690E-1,2.257381827E-1,-3.591704667E-1
1.601922083E0,3.184254766E-1,1.659049541E-1,-3.970342278E-1
1.611871083E0,2.536087632E-1,1.302165985E-1,-4.108381867E-1
1.621819083E0,1.951238960E-1,1.151042134E-1,-3.831181526E-1
1.631768083E0,1.493136138E-1,1.603972614E-1,-3.309628069E-1
1.641717083E0,1.039282903E-1,2.469406724E-1,-2.729309499E-1
1.651665083E0,5.311190337E-2,3.372852802E-1,-2.272121161E-1
1.661614083E0,-3.387324046E-3,4.002701044E-1,-1.996212453E-1
1.671563083E0,-7.899501175E-2,4.315402210E-1,-1.946984529E-1
1.681511083E0,-1.635378599E-1,3.983330131E-1,-2.129054219E-1
1.691460083E0,-2.323516160E-1,3.443597555E-1,-2.486516088E-1
1.701409083E0,-2.622743547E-1,2.449133247E-1,-2.942446768E-1
1.711357083E0,-2.463459074E-1,1.410558671E-1,-3.456516862E-1
1.721306083E0,-1.962571740E-1,3.854040802E-2,-3.941140473E-1
1.731255083E0,-1.492550224E-1,-5.055607855E-2,-4.279736578E-1
1.741203083E0,-1.027189568E-1,-1.254441738E-1,-4.429563284E-1
1.751152083E0,-7.474335283E-2,-1.665910184E-1,-4.352090061E-1
1.761100708E0,-6.524918228E-2,-1.662804931E-1,-4.040369689E-1
1.771048708E0,-6.948716938E-2,-1.355217546E-1,-3.660297394E-1
1.780997708E0,-7.726173848E-2,-8.657284826E-2,-3.183085322E-1
1.790946708E0,-8.062119037E-2,-4.663336650E-2,-2.732479870E-1
1.800894708E0,-6.180915236E-2,-4.168627784E-2,-2.411462516E-1
1.810843708E0,-2.378426865E-2,-3.596805036E-2,-2.162802964E-1
1.820792708E0,6.999743171E-3,-2.279738709E-2,-2.128477544E-1
1.830740708E0,1.741261408E-2,-5.463933572E-2,-2.279539853E-1
1.840689708E0,9.297695942E-3,-1.181551963E-1,-2.480169088E-1
1.850638708E0,-2.043643733E-3,-1.940727532E-1,-2.639612854E-1
1.860586708E0,-2.561741136E-2,-2.706753612E-1,-2.758027613E-1
1.870535708E0,-4.580112919E-2,-3.194553256E-1,-2.870923281E-1
1.880484708E0,-6.618256867E-2,-3.598749340E-1,-2.925331891E-1
1.890432708E0,-8.355690539E-2,-3.999176323E-1,-2.855606675E-1
1.900381708E0,-9.449343383E-2,-4.299722016E-1,-2.560909092E-1
1.910330708E0,-1.080425382E-1,-4.556149840E-1,-2.060245574E-1
1.920278708E0,-1.028714776E-1,-4.626374841E-1,-1.452229917E-1
1.930227708E0,-8.646249771E-2,-4.706503451E-1,-8.571647108E-2
1.940176708E0,-2.661940455E-2,-4.797628820E-1,-3.358775750E-2
1.950124708E0,6.717035919E-2,-4.046306908E-1,2.698524157E-3
1.960073708E0,1.717979759E-1,-3.142214417E-1,1.617678069E-2
1.970022708E0,2.627550066E-1,-2.223220766E-1,8.689443581E-3
1.979970708E0,3.233640194E-1,-1.232602000E-1,-1.089091599E-2
1.989919708E0,3.548621535E-1,-3.806119785E-2,-2.256775647E-2
1.999868708E0,3.555367291E-1,4.029885679E-2,-1.755542122E-2
2.009816708E0,3.249950409E-1,5.911530182E-2,-1.937619038E-2
2.019765708E0,2.849419117E-1,1.006458886E-3,-4.992318153E-2
2.029714708E0,2.414033413E-1,-1.078752279E-1,-9.008646756E-2
2.039662708E0,2.124704868E-1,-2.032992095E-1,-1.099379361E-1
2.049611708E0,1.998186558E-1,-2.531359792E-1,-1.001491100E-1
2.059560708E0,2.099802196E-1,-2.721496224E-1,-4.788963497E-2
2.069509708E0,2.401158363E-1,-2.753342986E-1,1.853550598E-2
2.079457708E0,2.619849145E-1,-3.142196536E-1,7.249940187E-2
2.089406708E0,2.791416049E-1,-3.551434875E-1,1.352154911E-1
2.099354708E0,3.027265668E-1,-3.604857922E-1,2.189814895E-1
2.109303708E0,3.352925479E-1,-2.823375762E-1,3.244931400E-1
2.119252708E0,3.489029109E-1,-1.690323204E-1,4.295886755E-1
2.129201708E0,3.267590702E-1,-9.115576744E-2,5.046405196E-1
2.139149708E0,2.764961720E-1,-6.327567250E-2,5.482631326E-1
2.149098708E0,2.045857161E-1,-8.933927864E-2,5.528420806E-1
2.159047708E0,1.319024563E-1,-1.272198260E-1,5.428136587E-1
2.168995708E0,8.473108709E-2,-1.316275597E-1,5.429751873E-1
2.178944708E0,7.911314815E-2,-1.012147889E-1,5.681346059E-1
2.188893708E0,1.201972961E-1,-5.009421706E-2,6.106535196E-1
2.198841708E0,2.041774094E-1,2.744904347E-2,6.672528982E-1
2.208790708E0,3.162223399E-1,1.052906364E-1,7.227671146E-1
2.218739708E0,4.241661131E-1,1.776215583E-1,7.661989927E-1
2.228687708E0,5.038850904E-1,2.042052448E-1,7.809764743E-1
2.238636708E0,5.306962132E-1,1.657934040E-1,7.640478015E-1
2.248585708E0,4.902442098E-1,2.176374197E-2,7.193007469E-1
2.258533708E0,3.974596858E-1,-2.314344347E-1,6.661610603E-1
2.268482708E0,2.788257599E-1,-5.075590014E-1,6.114846468E-1
2.278431708E0,1.587105393E-1,-7.443891168E-1,5.690652728E-1
2.288379708E0,5.538049340E-2,-8.914052248E-1,5.260173082E-1
2.298328708E0,-1.782900281E-2,-8.809949160E-1,4.704648256E-1
2.308277708E0,-6.605297327E-2,-7.150089741E-1,4.125256836E-1
2.318225708E0,-1.021161675E-1,-4.219191074E-1,3.511691093E-1
2.328174708E0,-1.389440298E-1,-6.012203544E-2,3.000343740E-1
2.338123708E0,-1.851328313E-1,2.995032370E-1,2.614510357E-1
2.348071708E0,-2.284194827E-1,5.900590420E-1,2.384646088E-1
2.358020708E0,-2.751102746E-1,8.162146807E-1,2.396459877E-1
2.367969708E0,-3.202441037E-1,9.726999998E-1,2.449371368E-1
2.377917708E0,-3.690137863E-1,1.049919128E0,2.448652238E-1
2.387866708E0,-4.096402824E-1,1.032090783E0,2.396394312E-1
2.397815708E0,-4.332193732E-1,9.005221725E-1,2.359970212E-1
2.407763708E0,-4.137295485E-1,6.681927443E-1,2.367248684E-1
2.417712708E0,-3.474871516E-1,4.191485941E-1,2.508683801E-1
2.427661708E0,-2.442124188E-1,1.886471659E-1,2.560734153E-1
2.437610708E0,-1.408599317E-1,-3.237229213E-2,2.491827309E-1
2.447558708E0,-5.178899691E-2,-2.631792426E-1,2.375129163E-1
2.457507708E0,1.891499944E-2,-4.423007965E-1,2.324398607E-1
2.467456708E0,6.651113182E-2,-5.304043889E-1,2.203366458E-1
2.477404708E0,8.759377897E-2,-5.499041080E-1,1.979591697E-1
2.487353708E0,8.414172381E-2,-5.114256144E-1,1.637759656E-1
2.497302708E0,5.871199444E-2,-4.053987563E-1,1.266693473E-1
2.507250708E0,3.121868521E-2,-2.557812035E-1,9.653151780E-2
2.517199708E0,-1.337701268E-2,-1.104045808E-1,7.689336687E-2
2.527148708E0,-4.361815378E-2,-1.580014639E-2,6.678487360E-2
2.537096708E0,-5.280366167E-2,4.649119079E-2,6.461626291E-2
2.547045708E0,-3.633961082E-2,7.313665748E-2,6.940263510E-2
2.556994708E0,-1.740719751E-2,5.411263183E-2,7.334943861E-2
2.566942708E0,-2.309180796E-3,-7.907265797E-3,6.669254601E-2
2.576891708E0,2.715671435E-3,-6.134705618E-2,5.183130503E-2
2.586840708E0,7.139689755E-3,-9.539593756E-2,2.424675785E-2
2.596788708E0,4.441641737E-3,-1.385146379E-1,-8.212116547E-3
2.606737708E0,-1.385558955E-2,-1.943626702E-1,-4.416536912E-2
2.616686708E0,-2.450983226E-2,-2.685061395E-1,-6.720544398E-2
2.626635708E0,-4.203680437E-3,-3.007180393E-1,-8.565394580E-2
2.636583708E0,4.980575666E-2,-2.640274167E-1,-1.085414141E-1
2.646532708E0,1.136703119E-1,-1.793588251E-1,-1.337090731E-1
2.656481708E0,1.695199907E-1,-9.580188245E-2,-1.662054956E-1
2.666429708E0,2.002368569E-1,-3.222465888E-2,-1.899928600E-1
2.676378708E0,1.950602084E-1,-1.397082210E-2,-2.074160576E-1
2.686327708E0,1.704816073E-1,-1.231597550E-2,-2.111706734E-1
2.696275708E0,1.466721445E-1,2.313362807E-2,-1.992114931E-1
2.706224708E0,1.461143941E-1,1.063248217E-1,-1.858422905E-1
2.716173708E0,1.538378298E-1,1.650837511E-1,-1.801479161E-1
2.726121708E0,1.716912836E-1,1.706304550E-1,-2.009367794E-1
2.736070708E0,1.863589138E-1,1.434201300E-1,-2.456243485E-1
2.746019708E0,1.977817565E-1,1.451411098E-1,-2.876298726E-1
2.755968708E0,2.085742205E-1,1.660495847E-1,-3.145709634E-1
2.765916333E0,2.091154307E-1,2.194454223E-1,-3.401427865E-1
2.775865333E0,2.071292400E-1,3.179842532E-1,-3.586480319E-1
2.785814333E0,2.024612725E-1,4.934743643E-1,-3.887896240E-1
2.795762333E0,2.126390785E-1,7.323881388E-1,-4.302553236E-1
2.805711333E0,2.170308977E-1,9.198477864E-1,-4.722690880E-1
2.815660333E0,2.209795564E-1,1.005965710E0,-4.987715185E-1
2.825608333E0,2.283189297E-1,9.894040227E-1,-5.164268017E-1
2.835557333E0,2.375646234E-1,9.078093171E-1,-5.111535192E-1
2.845506333E0,2.428944409E-1,7.830019593E-1,-4.917291403E-1
2.855455333E0,2.312321812E-1,6.192638874E-1,-4.616335332E-1
2.865403333E0,1.937080175E-1,4.371707141E-1,-4.089246690E-1
2.875352333E0,1.336026043E-1,2.742372155E-1,-3.337915838E-1
2.885301333E0,6.716065854E-2,1.535056680E-1,-2.442629188E-1
2.895249333E0,-1.144280471E-2,8.726913482E-2,-1.460743099E-1
2.905198333E0,-8.326140791E-2,5.776845664E-2,-6.517429650E-2
2.915147333E0,-1.374724507E-1,6.178929657E-2,-2.188460901E-2
2.925095333E0,-1.411087066E-1,9.400863945E-2,-3.265918419E-2
2.935044333E0,-1.309309006E-1,1.066530570E-1,-8.763987571E-2
2.944993333E0,-1.047927514E-1,8.477769047E-2,-1.657458097E-1
2.954942333E0,-7.162521034E-2,3.964722902E-2,-2.557987273E-1
2.964890333E0,-4.109422490E-2,-2.087693475E-2,-3.322016895E-1
2.974839333E0,-9.331499226E-3,-6.930971891E-2,-3.810376823E-1
2.984788333E0,2.152888849E-2,-1.025129259E-1,-4.018730223E-1
2.994736333E0,4.864732549E-2,-1.224200651E-1,-4.039992988E-1
3.004685333E0,7.753154635E-2,-1.237016469E-1,-3.975568712E-1
3.014634333E0,9.925415367E-2,-1.225468963E-1,-3.818133473E-1
3.024582333E0,9.337524325E-2,-1.228851974E-1,-3.586714566E-1
3.034531333E0,6.559021771E-2,-1.406450272E-1,-3.333189487E-1
3.044480333E0,6.893942133E-3,-1.893974841E-1,-3.100486994E-1
3.054429333E0,-5.929066986E-2,-2.852846086E-1,-2.992748916E-1
3.064377333E0,-1.130497977E-1,-3.717748523E-1,-2.999593914E-1
3.074326333E0,-1.402667761E-1,-4.177969396E-1,-3.250684738E-1
3.084275333E0,-1.238086522E-1,-4.111495316E-1,-3.704078794E-1
3.094223333E0,-8.964987844E-2,-3.296554685E-1,-4.306485653E-1
3.104172333E0,-5.559644103E-2,-2.065212280E-1,-4.904554486E-1
3.114121333E0,-4.328384995E-2,-5.972139537E-2,-5.472162366E-1
3.124070333E0,-4.118775576E-2,1.087762341E-1,-5.836423039E-1
3.134018333E0,-5.028298125E-2,2.751676142E-1,-6.008812189E-1
3.143967333E0,-5.240895972E-2,4.013139307E-1,-5.925480723E-1
3.153916333E0,-4.862513766E-2,4.868418872E-1,-5.559727550E-1
3.163864333E0,-2.470918186E-2,5.316710472E-1,-4.817867577E-1
3.173813333E0,2.118853480E-2,5.426387191E-1,-3.708503842E-1
3.183762333E0,7.999906689E-2,5.400195718E-1,-2.362966686E-1
3.193711333E0,1.405857056E-1,5.074877143E-1,-8.978019655E-2
3.203659333E0,1.869231910E-1,4.429669976E-1,3.730450571E-2
3.213608333E0,2.128658444E-1,3.518980742E-1,1.427137554E-1
3.223557333E0,2.197547704E-1,2.406452149E-1,2.049712092E-1
3.233505333E0,2.165166289E-1,1.094243377E-1,2.359445691E-1
3.243454333E0,2.149908394E-1,-3.713760898E-2,2.367085218E-1
3.253403333E0,2.342803925E-1,-1.113897339E-1,2.175734490E-1
3.263352333E0,2.564927042E-1,-1.043307334E-1,1.926250905E-1
3.273300333E0,2.731017768E-1,-3.974934295E-2,1.715461612E-1
3.283249333E0,2.745310962E-1,4.766815156E-2,1.598394811E-1
3.293198333E0,2.594509423E-1,1.669010669E-1,1.758413464E-1
3.303146333E0,2.147132307E-1,2.956216931E-1,2.098112851E-1
3.313095333E0,1.327493936E-1,3.918395638E-1,2.538703680E-1
3.323044333E0,1.218521781E-2,4.647402167E-1,2.918347716E-1
3.332993333E0,-1.335765123E-1,4.998180270E-1,3.112457693E-1
3.342941333E0,-3.264941573E-1,4.450915158E-1,2.967531979E-1
3.352890333E0,-5.436733365E-1,2.414582372E-1,2.527055740E-1
3.362839333E0,-7.518668175E-1,-6.510342658E-2,2.030739188E-1
3.372788333E0,-8.788546324E-1,-3.526625037E-1,1.776479185E-1
3.382736333E0,-8.765201569E-1,-5.667628646E-1,1.906398833E-1
3.392685333E0,-7.216517925E-1,-6.381813884E-1,2.537416220E-1
3.402634333E0,-4.617682993E-1,-5.519916415E-1,3.514358103E-1
3.412582333E0,-1.510122865E-1,-3.682369888E-1,4.713172019E-1
3.422531333E0,1.252567917E-1,-1.155277118E-1,5.904464126E-1
3.432480333E0,3.132488132E-1,8.862462640E-2,6.858352423E-1
3.442429333E0,3.913303316E-1,1.656381488E-1,7.415689826E-1
3.452377333E0,3.583492041E-1,1.289855987E-1,7.529044747E-1
3.462326333E0,2.474800646E-1,2.927468158E-4,7.358908057E-1
3.472275333E0,9.464338422E-2,-1.555716842E-1,6.935353279E-1
3.482224333E0,-6.027477235E-2,-2.945083380E-1,6.294954419E-1
3.492172333E0,-1.853325665E-1,-3.784130812E-1,5.716848373E-1
3.502121333E0,-2.689918578E-1,-3.903342485E-1,5.274723172E-1
3.512070333E0,-3.028648794E-1,-3.104804158E-1,5.012627840E-1
3.522018333E0,-2.925620675E-1,-1.647711247E-1,4.937410951E-1
3.531967333E0,-2.606198490E-1,3.283400321E-3,5.013326406E-1
3.541916333E0,-2.217875123E-1,1.391449571E-1,5.179964304E-1
3.551865333E0,-1.867906451E-1,2.119264752E-1,5.385184884E-1
3.561813333E0,-1.474538296E-1,2.097844630E-1,5.555037260E-1
3.571762333E0,-1.000500843E-1,1.658369750E-1,5.695554018E-1
3.581711333E0,-4.544815794E-2,1.084742695E-1,5.864217281E-1
3.591660333E0,1.454513893E-2,6.106281281E-2,6.043235064E-1
3.601608333E0,6.793971360E-2,2.247594669E-2,6.204115152E-1
3.611557333E0,1.111678779E-1,-1.229508407E-2,6.369587779E-1
3.621506333E0,1.259634197E-1,-5.413036793E-2,6.276865602E-1
3.631455333E0,1.076041311E-1,-1.091869548E-1,6.028475165E-1
3.641403333E0,5.774091184E-2,-1.843998134E-1,5.593290329E-1
3.651352333E0,-8.647698909E-3,-2.640760243E-1,4.966747165E-1
3.661301333E0,-7.431507111E-2,-3.520848155E-1,4.238234758E-1
3.671250333E0,-1.136457026E-1,-4.006845653E-1,3.355111778E-1
3.681198333E0,-1.321137846E-1,-3.970845640E-1,2.541480958E-1
3.691147333E0,-1.368315816E-1,-3.689796925E-1,1.943329573E-1
3.701096333E0,-1.349838376E-1,-3.242115676E-1,1.515506506E-1
3.711045333E0,-1.126812026E-1,-2.782030702E-1,1.289281696E-1
3.720993333E0,-9.079194814E-2,-2.523927391E-1,1.193790510E-1
3.730942333E0,-6.077332795E-2,-2.489460558E-1,1.131405979E-1
3.740891333E0,-2.284741588E-2,-2.435886413E-1,1.133057103E-1
3.750839333E0,3.220917657E-2,-2.241486460E-1,1.180232316E-1
3.760788708E0,9.562334418E-2,-1.648481190E-1,1.287835687E-1
