east_cell,north_cell,east_m,north_m,b_total_uT,b_mean_uT,sample_count,session_count,b_q25_uT,b_q75_uT,b_iqr_uT
21,47,-0.837852480,-1.016408380,51.432766611,51.455399076,35,1,51.364940783,51.558510280,0.193569497
21,48,-0.844128827,-0.856052116,51.172021287,51.182195654,33,1,51.086137939,51.303433155,0.217295216
21,49,-0.846100282,-0.704440607,51.266339206,51.268833173,30,1,51.190357498,51.308186406,0.117828908
21,50,-0.848532031,-0.559268390,51.186201765,51.201880346,32,1,51.135710385,51.255578855,0.119868470
21,51,-0.851883502,-0.410413892,51.321298558,51.303210549,31,1,51.210754767,51.413979693,0.203224926
21,52,-0.855593214,-0.262064417,51.211800283,51.249113006,31,1,51.121445037,51.372696453,0.251251416
21,53,-0.856562325,-0.113900400,51.112147927,51.095333986,31,1,50.986107103,51.208755164,0.222648061
21,54,-0.858440436,0.039128345,51.045889726,51.051010447,31,1,50.970689793,51.138799801,0.168110008
21,55,-0.860710816,0.195507481,51.053946063,51.027071410,36,1,50.917851929,51.112309644,0.194457715
21,56,-0.856929035,0.345039088,51.175888095,51.197185853,39,1,51.039817401,51.354938041,0.315120641
21,57,-0.856194269,0.490516609,51.198408704,51.203060992,51,1,51.068959908,51.326800538,0.257840630
21,58,-0.857678196,0.629486770,51.148622044,51.136353944,47,1,51.058915326,51.245224438,0.186309112
21,59,-0.855035602,0.792527527,51.330739813,51.332285691,49,1,51.214152884,51.436712680,0.222559796
21,60,-0.846840844,0.978326384,51.176182796,50.682979523,181,1,50.118504914,51.298128828,1.179623915
22,15,-0.573778106,-5.800295296,51.545222331,51.558202203,30,1,51.492482713,51.659952050,0.167469337
22,16,-0.584308898,-5.662530383,51.413514354,51.429612491,37,1,51.366194084,51.499649803,0.133455719
22,17,-0.590191130,-5.507537505,51.470144923,51.479046535,32,1,51.431726648,51.538199060,0.106472412
22,18,-0.602860096,-5.358214562,51.529205800,51.576464892,31,1,51.448357397,51.701893064,0.253535668
22,19,-0.614547589,-5.205064469,51.636427778,51.611885716,33,1,51.501584595,51.676230456,0.174645861
22,20,-0.625819650,-5.062473690,51.614509991,51.650591522,32,1,51.566110533,51.714167212,0.148056680
22,21,-0.637175829,-4.917568721,51.688095024,51.685446228,32,1,51.629466282,51.751437125,0.121970843
22,22,-0.646837121,-4.759873942,51.599470641,51.604368421,34,1,51.543321083,51.688332410,0.145011327
22,23,-0.653157109,-4.612631543,51.397846805,51.424844428,32,1,51.295398274,51.564027088,0.268628814
22,24,-0.663785018,-4.465420706,51.303408936,51.325669009,33,1,51.236127017,51.373984871,0.137857854
22,25,-0.672845621,-4.316433611,51.543740397,51.539821249,37,1,51.462071651,51.622922968,0.160851317
22,26,-0.681898233,-4.153869239,51.476699484,51.494069363,42,1,51.388719964,51.589447973,0.200728009
22,27,-0.686005377,-4.002442675,51.424534588,51.413475072,41,1,51.324680819,51.510289811,0.185608992
22,28,-0.696231370,-3.861189405,51.431641368,51.462844511,42,1,51.331471483,51.521700893,0.190229410
22,29,-0.706145030,-3.719297207,51.590597928,51.587938803,42,1,51.506217822,51.675358144,0.169140322
22,30,-0.712016706,-3.566858284,51.667643759,51.668438928,46,1,51.555894827,51.762890669,0.206995842
22,31,-0.717601041,-3.422710497,51.501443002,51.504058267,16,1,51.434736769,51.571999144,0.137262375
23,3,-0.421210665,-7.596973388,50.827212705,51.081481259,89,1,50.550564430,51.809591960,1.259027530
23,4,-0.435078998,-7.463071841,51.811209668,51.809687171,54,1,51.728373399,51.889993366,0.161619967
23,5,-0.449969130,-7.311311248,51.848954636,51.869014002,38,1,51.790738166,51.911469439,0.120731274
23,6,-0.466220194,-7.163919816,51.903244664,51.915885693,35,1,51.825199455,52.008748187,0.183548732
23,7,-0.481135972,-7.006217077,51.798777288,51.774977917,32,1,51.663873582,51.865774572,0.201900991
23,8,-0.493891244,-6.855894285,51.848584168,51.859375950,36,1,51.810024000,51.940156243,0.130132244
23,9,-0.503074064,-6.709244703,51.762522269,51.752008228,35,1,51.670489160,51.858426585,0.187937424
23,10,-0.513321527,-6.561014006,51.822212416,51.825748728,37,1,51.647146877,51.941172464,0.294025587
23,11,-0.527558248,-6.406913496,51.883168291,51.896054271,39,1,51.820269271,51.975701679,0.155432407
23,12,-0.538284115,-6.258592501,51.832310057,51.853007190,45,1,51.775073906,51.904544511,0.129470605
23,13,-0.551652482,-6.109594292,51.779621413,51.793921404,44,1,51.687162185,51.875844554,0.188682369
23,14,-0.563619365,-5.959730970,51.650601203,51.614227522,36,1,51.511950152,51.729642678,0.217692525
23,15,-0.567168614,-5.877382899,51.516422010,51.491290351,4,1,51.426378389,51.581333971,0.154955582
24,2,-0.412579057,-7.699080034,51.435560992,51.457747935,31,1,51.294414296,51.637389524,0.342975229
24,3,-0.414751088,-7.661864872,51.814547669,51.728545248,48,1,51.666016706,51.922359681,0.256342976
24,46,-0.268773221,-1.094215266,52.483604265,52.491800474,3,1,52.456007437,52.523495407,0.067487970
24,47,-0.270911660,-1.010913924,52.574512838,52.555221390,33,1,52.473554486,52.635151743,0.161597257
24,48,-0.275883731,-0.863121960,52.551838903,52.539394516,32,1,52.467661786,52.625248948,0.157587162
24,49,-0.277865077,-0.712239105,52.616910313,52.626613886,35,1,52.569985393,52.720869866,0.150884473
24,50,-0.282420645,-0.550835293,52.573605211,52.569614319,45,1,52.472170330,52.617774427,0.145604096
24,51,-0.281490749,-0.408402833,52.468992572,52.469069175,54,1,52.403181583,52.536872587,0.133691004
24,52,-0.284684055,-0.250601590,52.730063843,52.714938984,76,1,52.636495915,52.813712851,0.177216936
24,53,-0.290017565,-0.128055727,52.603906846,52.620532694,76,1,52.538210339,52.702173544,0.163963205
24,54,-0.285793042,0.037489680,52.602268942,52.607699649,50,1,52.522886610,52.691284671,0.168398061
24,55,-0.287938768,0.190739566,52.675337276,52.675626003,46,1,52.622936936,52.738524779,0.115587843
24,56,-0.289112114,0.337413551,52.692347591,52.711774360,44,1,52.603677163,52.806133000,0.202455837
24,57,-0.288768701,0.494485749,52.590536719,52.587707367,48,1,52.517735735,52.658488933,0.140753198
24,58,-0.286705453,0.646913396,52.706664193,52.710637271,43,1,52.602144456,52.776938086,0.174793630
24,59,-0.285765900,0.855056481,52.734616232,52.736439515,192,1,52.641769228,52.841356496,0.199587269
24,60,-0.283060650,0.891527065,52.499844177,52.497199480,88,1,52.388995948,52.631641353,0.242645405
25,16,-0.118998475,-5.590651209,53.350051525,53.323795893,4,1,53.301790734,53.372056684,0.070265951
25,17,-0.124648818,-5.503559277,53.348102536,53.348398943,38,1,53.240069529,53.418582304,0.178512775
25,18,-0.128390344,-5.354610007,53.316573544,53.323054954,35,1,53.278356996,53.383662587,0.105305591
25,19,-0.136028896,-5.211980967,53.301651107,53.293576790,32,1,53.221156913,53.392544461,0.171387548
25,20,-0.143104581,-5.068489606,53.085660917,53.137826268,31,1,53.008897607,53.201859945,0.192962338
25,21,-0.152382019,-4.903977461,53.049518295,53.062808621,30,1,52.984260649,53.134550150,0.150289501
25,22,-0.157396902,-4.752756565,53.027962166,53.021969164,27,1,52.948849474,53.096930289,0.148080814
25,23,-0.156247329,-4.608309084,53.095844600,53.091849419,32,1,53.055928415,53.152127529,0.096199114
25,24,-0.157512948,-4.472850765,52.991767923,52.972605746,34,1,52.890646554,53.073649344,0.183002790
25,25,-0.163187322,-4.318791520,52.964876111,52.943095872,31,1,52.866250140,53.017370118,0.151119978
25,26,-0.170423428,-4.152367229,52.960077622,53.004785040,28,1,52.910170552,53.083404265,0.173233714
25,27,-0.174785097,-4.011732351,52.937786766,52.940696542,26,1,52.837690700,53.043899645,0.206208944
25,28,-0.181536902,-3.867603777,52.841027960,52.813699217,33,1,52.749087151,52.916195286,0.167108135
25,29,-0.182966059,-3.705281743,52.946525528,52.936464688,37,1,52.833163303,53.062503353,0.229340050
25,30,-0.190740242,-3.554475106,52.883513337,52.873650518,56,1,52.817773265,52.931906349,0.114133084
25,31,-0.194920769,-3.407104585,52.839248438,52.794664663,78,1,52.711291916,52.889603916,0.178311999
25,32,-0.203257396,-3.263590258,52.669587928,52.665889482,54,1,52.570649305,52.762590888,0.191941583
25,33,-0.210783761,-3.116469664,52.650293408,52.683596133,45,1,52.578145289,52.773139347,0.194994058
25,34,-0.220873148,-2.962618900,52.618099589,52.612667957,44,1,52.500036414,52.724107807,0.224071393
25,35,-0.223607021,-2.801035183,52.710022781,52.725070453,45,1,52.636342044,52.794314945,0.157972902
25,36,-0.226624923,-2.648843607,52.644954372,52.632521860,47,1,52.526860967,52.717592892,0.190731925
25,37,-0.227856916,-2.508168847,52.605791740,52.597564159,51,1,52.510900999,52.691678672,0.180777673
25,38,-0.231453580,-2.361147284,52.675176457,52.660810701,43,1,52.575116389,52.745295268,0.170178879
25,39,-0.236514389,-2.213345060,52.655112872,52.631293806,36,1,52.515587368,52.735034634,0.219447266
25,40,-0.237560821,-2.058497933,52.607912259,52.587097087,35,1,52.516582149,52.660135615,0.143553466
25,41,-0.236861779,-1.909840735,52.532124014,52.543947393,35,1,52.486169744,52.591133161,0.104963417
25,42,-0.232675769,-1.760909063,52.576324911,52.578156930,35,1,52.502943044,52.626675999,0.123732954
25,43,-0.238880842,-1.608164395,52.657290479,52.656370728,38,1,52.601171308,52.711319274,0.110147967
25,44,-0.245121527,-1.454698762,52.737746149,52.767540609,33,1,52.692605831,52.829656395,0.137050565
25,45,-0.254299992,-1.307603023,52.684973377,52.656906260,31,1,52.518423472,52.771054580,0.252631108
25,46,-0.262853157,-1.169052903,52.618876749,52.609152492,30,1,52.491706968,52.681539434,0.189832466
26,2,0.002627658,-7.733197529,51.696678619,51.991794560,131,1,51.564290668,52.516281455,0.951990787
26,3,-0.012331000,-7.625741353,53.223545454,53.210524998,74,1,53.126196689,53.322880273,0.196683584
26,4,-0.019555685,-7.463595682,53.083030639,53.111008080,43,1,52.989146990,53.179154521,0.190007531
26,5,-0.031000296,-7.314891719,53.266455057,53.262090305,34,1,53.197939730,53.339539918,0.141600188
26,6,-0.040153341,-7.163826112,53.390351479,53.385626633,29,1,53.345855194,53.438034468,0.092179274
26,7,-0.049338886,-7.011925506,53.429112794,53.408700129,28,1,53.334579937,53.487228034,0.152648097
26,8,-0.059009400,-6.858120880,53.508777603,53.507913606,29,1,53.444824392,53.579469917,0.134645525
26,9,-0.070038947,-6.706764242,53.520079310,53.497008528,29,1,53.401600782,53.552315434,0.150714652
26,10,-0.080724427,-6.563829170,53.473956980,53.493539308,27,1,53.432821158,53.560193264,0.127372106
26,11,-0.086475019,-6.415817103,53.433739598,53.433629634,26,1,53.385466813,53.505500603,0.120033790
26,12,-0.094121845,-6.263223197,53.471182872,53.481791108,29,1,53.406036145,53.566252845,0.160216700
26,13,-0.101820727,-6.104757872,53.417558997,53.435383909,32,1,53.336220576,53.568081679,0.231861103
26,14,-0.109306603,-5.953306052,53.264028571,53.295170863,39,1,53.207885257,53.347669302,0.139784045
26,15,-0.112605274,-5.808695917,53.438811625,53.442653844,45,1,53.377351375,53.500579898,0.123228523
26,16,-0.115163532,-5.676378798,53.355000598,53.353100088,40,1,53.301037623,53.407940280,0.106902658
28,46,0.325681725,-1.150054990,51.938756771,51.976624266,41,1,51.895131678,52.081736855,0.186605177
28,47,0.320249344,-1.010146383,51.952009510,51.930594113,39,1,51.866972387,52.001813191,0.134840804
28,48,0.309941440,-0.870140539,51.915599324,51.901520330,37,1,51.816598716,51.968941787,0.152343071
