"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.0196130417,-2.8585968,19.7030411,-46.3831787
0.0295710417,-2.93338013,19.6920395,-46.4872437
0.0395280417,-2.97782898,19.6519699,-46.5040588
0.0494860417,-2.88100433,19.7018509,-46.4988403
0.0594430417,-2.96798706,19.5719376,-46.6912537
0.0694010417,-3.0036087,19.6105881,-46.5157166
0.0793590417,-3.01779175,19.3962173,-46.7675171
0.0893160417,-3.0504303,19.5887985,-46.5535278
0.0992740417,-2.97983551,19.5028305,-46.5643616
0.109232042,-2.97394562,19.5620651,-46.6941223
0.119189042,-3.04828644,19.4360733,-46.6188965
0.129147042,-3.04816437,19.4177628,-46.7155762
0.139105042,-2.96795654,19.3637619,-46.5513
0.149062042,-2.84888458,19.3892593,-46.5527954
0.159020042,-3.02508545,19.3546829,-46.6107483
0.168978042,-2.85971832,19.4574814,-46.7156982
0.178935042,-2.91030884,19.501915,-46.7059326
0.188893042,-2.94454956,19.3906479,-46.7188416
0.198850042,-2.93639374,19.4970169,-46.7662048
0.208808042,-2.86157227,19.6068039,-46.6860962
0.218766042,-2.82009125,19.6488113,-46.7622986
0.228723042,-2.9144516,19.6023331,-46.4793701
0.238681042,-2.93578339,19.4854965,-46.6866455
0.248639042,-2.88651276,19.5477982,-46.5970154
0.258596042,-2.98200989,19.4915543,-46.6885681
0.268554042,-2.8939209,19.5503006,-46.6842041
0.278512042,-2.79793549,19.5352859,-46.7064209
0.288469042,-2.79608154,19.5535202,-46.7191162
0.298427042,-2.72745514,19.485405,-46.5247803
0.308385042,-2.70207977,19.4975052,-46.7082214
0.318342042,-2.77899933,19.4256058,-46.7208557
0.328300042,-2.69713593,19.6340866,-46.6607971
0.338258042,-2.85124969,19.5041885,-46.7519836
0.348215042,-2.81085205,19.4675827,-46.8591919
0.358173042,-2.81085205,19.4675827,-46.8591919
0.368130042,-2.89868927,19.4821701,-46.6601257
0.378088042,-2.86531067,19.4651108,-46.5116272
0.388046042,-2.86079407,19.4300156,-46.6714783
0.398003042,-2.87017822,19.4928207,-46.6222839
0.407961042,-2.89582825,19.4298325,-46.8512268
0.417919042,-2.80554199,19.5136948,-46.8268433
0.427876042,-2.71994019,19.6301498,-46.7442627
0.437834042,-2.72518921,19.5394974,-46.9354553
0.447792042,-2.78656006,19.5685043,-46.6806946
0.457749042,-2.745224,19.5162582,-46.7813721
0.467707042,-2.71228027,19.5169296,-46.6609497
0.477665042,-2.70584869,19.4301682,-46.8139954
0.487622042,-2.71581268,19.6098251,-46.6930237
0.497580042,-2.59052277,19.6747513,-46.6607056
0.507538042,-2.6492691,19.6710129,-46.5902405
0.517495042,-2.6245575,19.460701,-46.6602478
0.527453042,-2.61373901,19.4680405,-46.6212463
0.537410042,-2.72888947,19.3630447,-46.9273071
0.547368042,-2.68065643,19.5605698,-46.6508484
0.557326042,-2.90952301,19.3959274,-46.7607727
0.567283042,-2.90210724,19.314827,-46.517334
0.577241042,-2.81629944,19.4811478,-46.7802734
0.587199042,-2.7964325,19.532402,-46.6845703
0.597156042,-2.85224915,19.5756302,-46.7184448
0.607114042,-2.83420563,19.5823288,-46.6831055
0.617072042,-2.75121307,19.4515457,-46.7923889
0.627029042,-2.76726532,19.3433609,-46.745697
0.636987042,-2.64800262,19.3856125,-46.8969727
0.646945042,-2.72760773,19.330513,-46.8420105
0.656902042,-2.75349426,19.339241,-46.911377
0.666860042,-2.65307617,19.3629837,-46.9503479
0.676818042,-2.73061371,19.2196884,-46.7903442
0.686775042,-2.67784882,19.386467,-46.673645
0.696733042,-2.73000336,19.4237595,-46.8319397
0.706691042,-2.90058136,19.48806,-46.56604
0.716648042,-2.90058136,19.48806,-46.56604
0.726606042,-2.92141724,19.338768,-46.5363464
0.736563042,-2.89894867,19.3785782,-46.5585632
0.746521042,-2.83242035,19.4212418,-46.6675415
0.756479042,-2.71141052,19.4394608,-46.5687561
0.766436042,-2.77311707,19.4012985,-46.678894
0.776394042,-2.8316803,19.3646927,-46.7382507
0.786352042,-2.66674042,19.3832779,-46.6057739
0.796309042,-2.84912109,19.4288559,-46.7117615
0.806267042,-2.71709442,19.5595016,-46.7167053
0.816225042,-2.82115173,19.4350662,-46.7788086
0.826182042,-2.75816345,19.5755234,-46.6870422
0.836140042,-2.83418274,19.541008,-46.6416321
0.846098042,-2.85929108,19.5875931,-46.4544067
0.856055042,-2.91740417,19.4756241,-46.633728
0.866013042,-2.83294678,19.5479813,-46.7206421
0.875971042,-2.87303162,19.440834,-46.740387
0.885928042,-2.87197113,19.5249557,-46.9081116
0.895886042,-2.92489624,19.4264908,-46.6736755
0.905844042,-2.82738495,19.4938583,-46.6211243
0.915801042,-2.92002106,19.3793106,-46.7876282
0.925759042,-2.89578247,19.5181351,-46.7854919
0.935717042,-2.93655396,19.3216171,-46.8147888
