"Time (s)","X (µT)","Y (µT)","Z (µT)"
0.0113260417,-110.854279,128.694351,-310.687805
0.0215720417,-111.003845,128.672348,-310.895935
0.0318190417,-111.062393,128.56311,-310.842316
0.0420660417,-110.838165,128.712997,-310.801392
0.0523120417,-110.998276,128.511566,-311.072449
0.0625590417,-111.013458,128.617279,-310.750488
0.0728050417,-111.019119,128.302246,-311.172333
0.0830510417,-111.059097,128.656723,-310.77301
0.0932980417,-110.947433,128.45993,-310.873291
0.103545042,-110.967285,128.57695,-311.050354
0.113792042,-111.073547,128.377258,-310.893616
0.124039042,-111.043793,128.401779,-311.058655
0.134286042,-110.931732,128.333588,-310.790588
0.144533042,-110.797195,128.390717,-310.858032
0.154780042,-111.090866,128.332245,-310.938416
0.165026042,-110.789612,128.489685,-311.062073
0.175273042,-110.926117,128.51091,-311.006653
0.185520042,-110.953857,128.337692,-311.028595
0.195767042,-110.928833,128.530655,-311.089691
0.206014042,-110.827484,128.6418,-310.958862
0.216261042,-110.799271,128.65683,-311.097229
0.226507042,-110.947678,128.57515,-310.671448
0.236754042,-110.939957,128.430328,-311.07373
0.247001042,-110.862595,128.563904,-310.865967
0.257248042,-111.015686,128.460495,-311.029602
0.267494042,-110.854553,128.564987,-310.987091
0.277740042,-110.755432,128.520615,-311.019897
0.287987042,-110.791031,128.552094,-311.028778
0.298234042,-110.695831,128.449615,-310.752106
0.308480042,-110.687668,128.493622,-311.085846
0.318727042,-110.805283,128.388321,-311.030518
0.328974042,-110.660248,128.708328,-310.941528
0.339220042,-110.908249,128.443817,-311.092896
0.349467042,-110.790466,128.444336,-311.206482
0.359715042,-110.928101,128.4814,-310.885559
0.369962042,-110.846848,128.451141,-310.757172
0.380209042,-110.853806,128.408875,-311.039703
0.390456042,-110.868729,128.51062,-310.907349
0.400704042,-110.900848,128.397598,-311.246918
0.410951042,-110.764435,128.539886,-311.121765
0.421198042,-110.680695,128.669296,-311.016052
0.431445042,-110.722092,128.496262,-311.316132
0.441692042,-110.805786,128.572861,-310.883972
0.451939042,-110.723587,128.488297,-311.126038
0.462186042,-110.693985,128.510025,-310.917664
0.472433042,-110.698105,128.388474,-311.179504
0.482681042,-110.714584,128.674118,-310.949524
0.492928042,-110.535492,128.693405,-310.952454
0.503176042,-110.66745,128.662338,-310.866821
0.513422042,-110.609543,128.369858,-310.992737
0.523669042,-110.604248,128.463791,-310.910339
0.533916042,-110.769516,128.314102,-311.353699
0.544164042,-110.656281,128.631973,-310.84549
0.554411042,-110.995392,128.323257,-311.109131
0.564659042,-110.893967,128.275375,-310.725128
0.574906042,-110.776978,128.540131,-311.189514
0.585153042,-110.78334,128.545624,-310.951111
0.595400042,-110.869263,128.585648,-311.03653
0.605648042,-110.821838,128.57782,-310.973663
0.615895042,-110.713013,128.392334,-311.140503
0.626143042,-110.768463,128.293137,-311.031738
0.636390042,-110.595367,128.395233,-311.26178
0.646637042,-110.754089,128.301422,-311.124756
0.656884042,-110.758606,128.335541,-311.243591
0.667131042,-110.607941,128.36525,-311.270477
0.677378042,-110.756271,128.155502,-311.031311
0.687624042,-110.651672,128.445633,-310.931824
0.697871042,-110.74556,128.431412,-311.199524
0.708117042,-110.963257,128.50647,-310.764862
0.718364042,-110.924515,128.272186,-310.829163
0.728611042,-110.884827,128.387238,-310.872009
0.738858042,-110.800766,128.431046,-311.015503
0.749104042,-110.658081,128.439529,-310.834076
0.759351042,-110.79248,128.378937,-311.027344
0.769598042,-110.849411,128.342896,-311.066376
0.779845042,-110.595657,128.383453,-310.857605
0.790091042,-110.916214,128.439774,-311.058472
0.800338042,-110.659103,128.604248,-311.023193
0.810585042,-110.857086,128.378342,-311.108032
0.820832042,-110.727646,128.624176,-310.955078
0.831079042,-110.858963,128.52005,-310.928101
0.841325042,-110.863815,128.598907,-310.684448
0.851571042,-110.935059,128.423843,-311.009613
0.861819042,-110.793884,128.56955,-311.059753
0.872065042,-110.883514,128.390991,-311.052795
0.882313042,-110.866089,128.551193,-311.279358
0.892560042,-110.940491,128.380096,-310.884949
0.902807042,-110.783127,128.513428,-310.904755
0.913054042,-110.951416,128.326523,-311.158386
0.923302042,-110.880676,128.566132,-311.089172
0.933549042,-110.947311,128.236206,-311.130981
0.943796042,-110.928558,128.4366,-310.891602
0.954043042,-110.689987,128.404724,-310.958191
0.964290042,-110.711777,128.60881,-310.875854
0.974539042,-110.635101,128.590698,-311.107727
0.984787042,-110.581421,128.340652,-311.175323
0.995034042,-110.718582,128.429916,-311.267212
1.00528104,-110.839417,128.401947,-310.938477
1.01552804,-110.730423,128.262268,-310.998016
1.02577504,-110.740356,128.449356,-310.660217
1.03602204,-110.592728,128.462173,-311.084473
1.04626904,-110.645294,128.624603,-310.941071
1.05651604,-110.59137,128.660217,-311.008026
1.06676304,-110.762115,128.573929,-310.871094
1.07701004,-110.756393,128.562057,-310.832825
1.08725704,-110.778519,128.688385,-310.641968
1.09750504,-110.752075,128.672058,-310.80072
1.10775204,-110.668869,128.627258,-310.872131
1.11800004,-110.637924,128.479248,-310.929932
1.12824704,-110.732773,128.522003,-311.002594
1.13849504,-110.615616,128.577011,-310.866241
1.14874304,-110.58519,128.437439,-310.633423
1.15899104,-110.584625,128.298325,-311.178345
1.16923804,-110.527481,128.677505,-310.73822
1.17948504,-110.65741,128.727631,-311.122131
1.18973204,-110.681046,128.622345,-310.977356
1.19997904,-110.836655,128.587418,-310.841492
1.21022604,-110.774765,128.531677,-310.867798
1.22047404,-110.708801,128.506088,-311.055359
1.23072104,-110.739014,128.461792,-310.994293
1.24096804,-110.645645,128.530991,-310.83493
1.25121604,-110.932861,128.419693,-311.01355
1.26146404,-111.017899,128.436966,-310.531311
1.27171104,-110.948746,128.364014,-310.940552
1.28196004,-110.90686,128.515869,-310.75769
1.29220804,-110.967178,128.293564,-310.639587
1.30245604,-111.147171,128.469025,-310.674316
1.31270404,-111.141022,128.295135,-310.59906
1.32295204,-111.11644,128.694,-310.52301
1.33319904,-111.204727,128.572525,-310.526001
1.34344604,-111.378723,128.520874,-310.503784
1.35369304,-111.09082,128.436035,-310.709656
1.36394004,-111.2397,128.68161,-310.390686
1.37418704,-111.235748,128.481232,-310.611542
1.38443404,-111.448929,128.539886,-310.663818
1.39468104,-111.388046,128.388138,-310.863403
1.40492804,-111.478882,128.294693,-310.389587
1.41517604,-111.417648,128.333344,-310.666443
1.42542304,-111.554779,128.239716,-310.661835
1.43566904,-111.511002,128.305237,-310.550568
1.44591704,-111.467346,128.357666,-310.66925
1.45616342,-111.306915,128.258835,-310.920959
1.46641042,-111.239456,128.216614,-310.601624
1.47665742,-111.179169,128.234299,-310.632202
1.48690542,-111.155731,128.458649,-310.638611
1.49715342,-111.294479,128.34935,-310.622223
1.50740142,-111.268738,128.465088,-310.645569
1.51764842,-111.198669,128.33165,-310.845093
1.52789542,-111.075317,128.437531,-310.663391
1.53814242,-111.347137,128.220581,-310.75293
1.54838942,-111.433594,128.602631,-310.41272
1.55863642,-111.371185,128.546295,-310.618774
1.56888442,-111.352676,128.61438,-310.372314
1.57913142,-111.136871,128.491043,-310.596436
1.58937942,-110.970367,128.791016,-310.812561
1.59962542,-111.000809,128.663284,-310.67218
1.60987242,-111.081253,128.584412,-310.425476
1.62011942,-111.026718,128.534225,-310.784149
1.63036742,-110.968002,128.659668,-310.727814
1.64061442,-111.003418,128.681778,-310.476868
1.65086142,-111.271088,128.584808,-310.620117
1.66110742,-110.977158,128.678955,-310.838013
1.67135542,-111.082779,128.756409,-310.412659
1.68160242,-110.944885,128.803223,-310.573669
1.69184942,-111.007263,128.719925,-310.481384
1.70209642,-110.744354,128.914856,-310.47937
1.71234442,-110.857834,128.801071,-310.411682
1.72259142,-110.732224,128.799576,-310.220825
1.73283842,-110.761917,128.869705,-310.811218
1.74308542,-111.008606,128.768112,-310.723633
1.75333242,-111.056488,128.491974,-310.790955
1.76358042,-111.163849,128.453735,-310.567169
1.77382742,-111.011932,128.523895,-310.738007
1.78407542,-111.065399,128.586655,-310.798462
1.79432342,-110.815094,128.647858,-310.440857
1.80457142,-110.858093,128.577911,-310.388245
1.81482042,-111.005676,128.559418,-310.733368
1.82506842,-110.886307,128.547333,-310.641876
1.83531742,-110.931229,128.564758,-310.616211
1.84556642,-110.83226,128.560013,-310.57901
1.85581442,-110.870804,128.489777,-310.795105
1.86606242,-110.790588,128.779922,-310.418152
1.87631142,-110.811371,128.593292,-310.807953
1.88656042,-110.768494,128.635162,-310.390381
1.89680842,-110.876068,128.435471,-310.741455
1.90705642,-110.760559,128.67543,-310.586426
1.91730342,-110.917358,128.223312,-310.936646
1.92755142,-110.803146,128.409988,-310.829285
1.93779842,-110.916565,128.145966,-310.959961
1.94804642,-110.673462,128.502563,-310.774719
