"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
0.00716604167,0.403871893,-0.748188019,-9.9618242
0.0171240417,0.332644393,-0.790535461,-9.82131449
0.0270820417,0.237025964,-0.793378575,-9.6992102
0.0370390417,0.14050971,-0.78185648,-9.62109937
0.0469970417,-0.0194528885,-0.807594147,-9.64249755
0.0569540417,-0.0163104988,-0.831236889,-9.68155296
0.0669120417,0.0412999786,-0.88675244,-9.78585037
0.0768700417,0.117764794,-0.912190833,-9.71058266
0.0868270417,0.124348849,-0.887799903,-9.44243207
0.0967850417,0.0987608185,-0.865354263,-9.2483521
0.106743042,0.101454295,-0.881814399,-9.15797099
0.116700042,0.0797568428,-0.913986484,-9.24670609
0.126658042,0.0637456192,-0.956333926,-9.48178676
0.136616042,0.0809539436,-0.974440076,-9.74649568
0.146573042,0.113126028,-0.974290438,-9.95314521
0.156531042,0.161010062,-0.978330653,-9.89703111
0.166489042,0.240018716,-0.940023427,-9.76699604
0.176446042,0.279074131,-0.948702408,-9.6932247
0.186404042,0.367509955,-0.935683936,-9.57501099
0.196361042,0.421229855,-0.951844798,-9.61765771
0.206319042,0.358830974,-0.997933179,-9.74859061
0.216277042,0.23044191,-0.977582465,-9.90870285
0.226234042,0.150685067,-0.934786111,-10.0768955
0.236192042,0.063446344,-0.900818375,-10.1144546
0.246150042,0.015113398,-0.896927797,-10.0551981
0.256107042,0.0770633659,-0.929099882,-9.89762966
0.266065042,0.165349552,-0.931045171,-9.70010803
0.276023042,0.256478853,-0.924910029,-9.54104325
0.285980042,0.284012172,-0.912789383,-9.46547626
0.295938042,0.189291569,-0.92730423,-9.499444
0.305896042,0.103998135,-0.96231943,-9.60613561
0.315853042,0.130334353,-0.957830302,-9.68005659
0.325811042,0.146345576,-0.957231751,-9.70684172
0.335769042,0.133327105,-0.993144776,-9.6805055
0.345726042,0.0930745895,-0.973392612,-9.64354501
0.355684042,0.0917278511,-0.959326678,-9.66374609
0.365641042,0.0968155296,-0.95603465,-9.65012907
0.375599042,0.111928928,-0.943016179,-9.71282722
0.385557042,0.154126732,-0.957381389,-9.73437504
0.395514042,0.253635738,-0.947206032,-9.74589713
0.405472042,0.235080676,-0.96665892,-9.8488478
0.415430042,0.142454999,-0.951395885,-9.95583869
0.425387042,0.108786538,-0.911293007,-10.033351
0.435345042,0.0659901833,-0.889296279,-10.0022263
0.445303042,0.110881464,-0.867000276,-9.90840357
0.455260042,0.17357962,-0.851288328,-9.77343045
0.465218042,0.225354231,-0.843507172,-9.68993267
0.475176042,0.2347814,-0.825251385,-9.69487071
0.485133042,0.204255329,-0.849642314,-9.72734207
0.495091042,0.158915135,-0.878672009,-9.82954455
0.505049042,0.0990600937,-0.916231048,-9.9081043
0.515006042,0.10489596,-0.898124898,-9.96376948
0.524964042,0.0941220528,-0.852186153,-9.84450831
0.534921042,0.0956184288,-0.858321295,-9.65461819
0.544879042,0.134224931,-0.85487963,-9.52712696
0.554837042,0.188543381,-0.813579652,-9.42043534
0.564794042,0.214580324,-0.776619164,-9.45320598
0.574752042,0.178068748,-0.821061532,-9.55241571
0.584710042,0.171783969,-0.87298578,-9.70848773
0.594667042,0.25917233,-0.910844094,-10.0715086
0.604625042,0.332345118,-0.967856021,-10.3239472
0.614583042,0.358082786,-1.02935708,-10.2859392
0.624540042,0.304662161,-1.03998135,-10.0665705
0.634498042,0.307954189,-0.980126305,-9.77358009
0.644456042,0.280121594,-0.912639745,-9.58518635
0.654413042,0.1985691,-0.859219121,-9.54179144
0.664371042,0.174327808,-0.776319888,-9.63022727
0.674329042,0.230591547,-0.7930793,-9.73033482
0.684286042,0.244058932,-0.921618002,-9.79063878
0.694244042,0.214131411,-1.00930564,-9.82026702
0.704202042,0.20231004,-0.954388637,-9.82715035
0.714159042,0.142454999,-0.89363577,-9.84570541
0.724117042,0.094421328,-0.877025996,-9.84480759
0.734074042,0.0755669899,-0.842459709,-9.85243911
0.744032042,0.0866401726,-0.854430717,-9.80320834
0.753990042,0.0896329247,-0.853233617,-9.74305402
0.763947042,0.113126028,-0.866850639,-9.7051957
0.773905042,0.151283617,-0.884956789,-9.61601169
0.783863042,0.204704242,-0.863408974,-9.58758055
0.793820042,0.219069452,-0.864755712,-9.70235259
0.803778042,0.200065476,-0.849941589,-9.78450363
0.813736042,0.259920518,-0.828244137,-9.79901848
0.823693042,0.23418285,-0.885704977,-9.83523078
0.833651042,0.251540812,-0.894383958,-9.861567
0.843609042,0.298227744,-0.888697729,-9.8802717
0.853566042,0.261566531,-0.87178868,-9.8452565
0.863524042,0.229244809,-0.837222393,-9.89942531
0.873482042,0.231190098,-0.863857887,-9.9901057
0.883439042,0.221613291,-0.891989756,-9.971401
0.893397042,0.228795896,-0.900519099,-9.89837785
0.903355042,0.270844063,-0.87986911,-9.79677392
0.913312042,0.266205297,-0.900818375,-9.71596961
0.923270042,0.216226337,-0.908300255,-9.62813234
0.933228042,0.175375272,-0.871489404,-9.63785878
0.943185042,0.1436521,-0.824054284,-9.74425112
0.953143042,0.09741408,-0.81806878,-9.87249055
0.963100042,0.126294138,-0.801608643,-9.93668508
0.973058042,0.214580324,-0.827047036,-9.90615901
0.983016042,0.276231017,-0.874332519,-9.83837317
0.992973042,0.292840791,-0.89363577,-9.74724387
1.00293104,0.315286431,-0.885405701,-9.74320366
1.01288904,0.277428117,-0.922815102,-9.76744495
1.02284604,0.25662849,-0.918176337,-9.77896704
1.03280404,0.336534971,-0.866102451,-9.73946272
1.04276204,0.361823726,-0.88675244,-9.6407019
1.05271904,0.33099838,-0.906055691,-9.58309142
1.06267704,0.278325943,-0.87986911,-9.71043302
1.07263504,0.232087923,-0.856675282,-9.91633436
1.08259204,0.185849904,-0.874631794,-9.99220063
1.09255004,0.183904615,-0.909347718,-10.0264676
1.10250804,0.198868375,-0.899920549,-9.95359413
1.11246504,0.235978501,-0.862062235,-9.7879453
1.12242304,0.258124866,-0.852934341,-9.68559318
1.13238104,0.279074131,-0.87552962,-9.6514758
